CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/a2c/cartpole_a2c.py
MEM 644.671875 1706271050.9759
MEM 644.671875 1706271051.0817
MEM 645.136719 1706271051.1839
MEM 645.136719 1706271051.2879
MEM 645.136719 1706271051.3923
MEM 645.152344 1706271051.4965
MEM 645.605469 1706271051.6027
MEM 645.574219 1706271051.7043
MEM 645.574219 1706271051.8054
MEM 645.574219 1706271051.9075
MEM 645.585938 1706271052.0105
MEM 645.679688 1706271052.1130
MEM 645.699219 1706271052.2177
MEM 645.699219 1706271052.3207
MEM 645.734375 1706271052.4220
MEM 645.761719 1706271052.5241
MEM 645.843750 1706271052.6245
MEM 645.812500 1706271052.7315
MEM 645.812500 1706271052.8363
MEM 645.812500 1706271052.9376
MEM 645.839844 1706271053.0430
MEM 645.937500 1706271053.1475
MEM 646.035156 1706271053.2505
MEM 646.035156 1706271053.3587
MEM 646.035156 1706271053.4653
MEM 646.082031 1706271053.5697
MEM 646.082031 1706271053.6717
MEM 646.316406 1706271053.7723
MEM 646.316406 1706271053.8727
MEM 646.367188 1706271053.9794
MEM 646.437500 1706271054.0840
MEM 646.753906 1706271054.1868
MEM 646.738281 1706271054.2894
MEM 646.773438 1706271054.3899
MEM 647.101562 1706271054.4952
MEM 647.121094 1706271054.5977
MEM 647.175781 1706271054.6987
MEM 647.625000 1706271054.8012
MEM 647.656250 1706271054.9058
MEM 648.273438 1706271055.0062
MEM 648.277344 1706271055.1082
MEM 648.304688 1706271055.2131
MEM 648.343750 1706271055.3151
MEM 648.410156 1706271055.4607
MEM 648.410156 1706271055.5660
MEM 648.453125 1706271055.6664
MEM 648.640625 1706271055.7666
MEM 648.609375 1706271055.8670
MEM 648.621094 1706271055.9730
MEM 648.777344 1706271056.0769
MEM 648.945312 1706271056.1823
MEM 649.003906 1706271056.2848
MEM 649.257812 1706271056.3860
MEM 649.257812 1706271056.5237
MEM 649.289062 1706271056.6552
MEM 649.867188 1706271056.7604
MEM 649.964844 1706271056.8615
MEM 649.964844 1706271056.9636
MEM 649.964844 1706271057.0968
MEM 649.980469 1706271057.1983
MEM 650.000000 1706271057.3019
MEM 650.144531 1706271057.4334
MEM 625.828125 1706271057.5367
MEM 625.828125 1706271057.6419
MEM 625.882812 1706271057.7452
MEM 626.289062 1706271057.8495
MEM 620.312500 1706271057.9524
MEM 620.355469 1706271058.0567
MEM 620.511719 1706271058.1612
MEM 620.531250 1706271058.2667
MEM 615.617188 1706271058.3694
MEM 615.628906 1706271058.4725
MEM 615.628906 1706271058.5740
MEM 615.660156 1706271058.6896
MEM 615.660156 1706271058.8259
MEM 611.777344 1706271058.9312
MEM 611.746094 1706271059.0326
MEM 603.746094 1706271059.1363
MEM 603.746094 1706271059.2449
MEM 603.835938 1706271059.3480
MEM 603.898438 1706271059.4544
MEM 603.898438 1706271059.5942
MEM 596.917969 1706271059.6959
MEM 596.917969 1706271059.7998
MEM 597.023438 1706271059.9025
MEM 594.937500 1706271060.0051
MEM 589.777344 1706271060.1056
MEM 589.800781 1706271060.2087
MEM 589.878906 1706271060.3092
MEM 590.191406 1706271060.4132
MEM 590.207031 1706271060.5147
MEM 590.371094 1706271060.6179
MEM 590.554688 1706271060.7187
MEM 590.554688 1706271060.8241
MEM 590.605469 1706271060.9259
MEM 591.027344 1706271061.0280
MEM 591.027344 1706271061.1662
MEM 588.617188 1706271061.2706
MEM 584.011719 1706271061.3765
MEM 576.757812 1706271061.4778
MEM 567.277344 1706271061.6397
MEM 567.277344 1706271061.7428
MEM 567.308594 1706271061.8452
MEM 567.429688 1706271061.9467
MEM 567.429688 1706271062.0480
MEM 557.109375 1706271062.1504
MEM 557.144531 1706271062.2509
MEM 557.167969 1706271062.3554
MEM 557.214844 1706271062.4564
MEM 557.214844 1706271062.5617
MEM 557.242188 1706271062.6678
MEM 557.281250 1706271062.7691
MEM 557.363281 1706271062.8695
MEM 557.363281 1706271062.9725
MEM 557.414062 1706271063.0752
MEM 557.710938 1706271063.1801
MEM 557.710938 1706271063.2830
MEM 557.750000 1706271063.3874
MEM 558.066406 1706271063.4893
MEM 558.070312 1706271063.5908
MEM 558.070312 1706271063.7032
MEM 558.070312 1706271063.8057
MEM 558.175781 1706271063.9065
MEM 552.984375 1706271064.0216
MEM 552.984375 1706271064.1269
MEM 552.984375 1706271064.2356
MEM 553.019531 1706271064.3361
MEM 553.148438 1706271064.4367
MEM 547.003906 1706271064.5467
MEM 547.007812 1706271064.6490
MEM 547.054688 1706271064.7498
MEM 540.132812 1706271064.8502
MEM 537.105469 1706271064.9537
MEM 537.074219 1706271065.0543
MEM 535.609375 1706271065.1551
MEM 535.687500 1706271065.2583
MEM 535.898438 1706271065.3635
MEM 533.503906 1706271065.4694
MEM 533.503906 1706271065.5734
MEM 533.503906 1706271065.6750
MEM 533.566406 1706271065.7806
MEM 533.601562 1706271065.8869
MEM 531.980469 1706271065.9877
MEM 531.980469 1706271066.0958
MEM 532.011719 1706271066.2016
MEM 532.207031 1706271066.3034
MEM 532.167969 1706271066.4060
MEM 532.109375 1706271066.5071
MEM 532.121094 1706271066.6079
MEM 532.324219 1706271066.7615
MEM 532.285156 1706271066.8668
MEM 532.285156 1706271066.9720
MEM 532.296875 1706271067.0731
MEM 532.542969 1706271067.1769
MEM 532.687500 1706271067.2821
MEM 532.687500 1706271067.3845
MEM 532.710938 1706271067.4875
MEM 532.914062 1706271067.5896
MEM 533.031250 1706271067.6921
MEM 533.132812 1706271067.7924
MEM 533.539062 1706271067.8932
MEM 533.578125 1706271067.9943
MEM 534.140625 1706271068.0995
MEM 534.109375 1706271068.2047
MEM 534.296875 1706271068.3086
MEM 534.343750 1706271068.4089
MEM 534.343750 1706271068.5093
MEM 534.382812 1706271068.6107
MEM 534.496094 1706271068.7115
MEM 534.511719 1706271068.8155
MEM 534.511719 1706271068.9174
MEM 534.589844 1706271069.0214
MEM 534.648438 1706271069.1217
MEM 534.648438 1706271069.2252
MEM 534.683594 1706271069.3283
MEM 535.015625 1706271069.4320
MEM 535.019531 1706271069.5364
MEM 535.019531 1706271069.6445
MEM 535.050781 1706271069.7485
MEM 535.625000 1706271069.8533
MEM 535.585938 1706271069.9571
MEM 535.621094 1706271070.0586
MEM 535.652344 1706271070.1596
MEM 535.933594 1706271070.2615
MEM 535.933594 1706271070.3689
MEM 535.980469 1706271070.4701
MEM 536.531250 1706271070.5706
MEM 536.531250 1706271070.6714
MEM 536.562500 1706271070.7724
MEM 536.730469 1706271070.8734
MEM 537.015625 1706271070.9791
MEM 536.765625 1706271071.0800
MEM 536.687500 1706271071.1819
MEM 536.742188 1706271071.2830
MEM 536.781250 1706271071.3870
MEM 536.820312 1706271071.4906
MEM 536.843750 1706271071.5911
MEM 536.937500 1706271071.6948
MEM 536.917969 1706271071.7980
MEM 536.960938 1706271071.9017
MEM 537.289062 1706271072.0027
MEM 537.257812 1706271072.1079
MEM 537.312500 1706271072.2086
MEM 537.593750 1706271072.3093
MEM 537.687500 1706271072.4123
MEM 538.007812 1706271072.5154
MEM 538.007812 1706271072.6169
MEM 538.421875 1706271072.7221
MEM 538.679688 1706271072.8255
MEM 538.769531 1706271072.9307
MEM 538.949219 1706271073.0317
MEM 539.003906 1706271073.1331
MEM 539.265625 1706271073.2356
MEM 539.339844 1706271073.3408
MEM 539.562500 1706271073.4456
MEM 539.531250 1706271073.5508
MEM 539.625000 1706271073.6552
MEM 539.687500 1706271073.7594
MEM 539.769531 1706271073.8637
MEM 539.828125 1706271073.9652
MEM 539.851562 1706271074.0674
MEM 540.132812 1706271074.1677
MEM 540.054688 1706271074.2728
MEM 540.179688 1706271074.3738
MEM 540.585938 1706271074.4790
MEM 540.859375 1706271074.5841
MEM 541.132812 1706271074.6893
MEM 541.156250 1706271074.7936
MEM 541.605469 1706271074.8938
MEM 541.605469 1706271074.9984
MEM 541.652344 1706271075.1035
MEM 542.097656 1706271075.2045
MEM 542.125000 1706271075.3055
MEM 542.234375 1706271075.4063
MEM 542.203125 1706271075.5068
MEM 542.242188 1706271075.6119
MEM 542.261719 1706271075.7166
MEM 542.281250 1706271075.8204
MEM 542.406250 1706271075.9240
MEM 542.406250 1706271076.0254
MEM 542.445312 1706271076.1270
MEM 542.695312 1706271076.2317
MEM 542.695312 1706271076.3319
MEM 542.792969 1706271076.4336
MEM 543.109375 1706271076.5341
MEM 543.109375 1706271076.6346
MEM 543.136719 1706271076.7395
MEM 543.199219 1706271076.8411
MEM 543.511719 1706271076.9443
MEM 543.511719 1706271077.0487
MEM 543.550781 1706271077.1529
MEM 543.960938 1706271077.2531
MEM 543.929688 1706271077.3574
MEM 543.929688 1706271077.4577
MEM 544.238281 1706271077.5655
MEM 544.386719 1706271077.6666
MEM 544.414062 1706271077.7718
MEM 544.515625 1706271077.8744
MEM 544.617188 1706271077.9789
MEM 544.636719 1706271078.0814
MEM 544.730469 1706271078.1841
MEM 544.718750 1706271078.2875
MEM 544.742188 1706271078.3927
MEM 544.785156 1706271078.4979
MEM 544.785156 1706271078.6017
MEM 545.003906 1706271078.7020
MEM 545.265625 1706271078.8032
MEM 545.296875 1706271078.9079
MEM 546.042969 1706271079.0129
MEM 546.011719 1706271079.1178
MEM 546.039062 1706271079.2184
MEM 546.386719 1706271079.3216
MEM 546.390625 1706271079.4252
MEM 546.445312 1706271079.5294
MEM 546.628906 1706271079.6347
MEM 546.628906 1706271079.7362
MEM 546.886719 1706271079.8409
MEM 547.050781 1706271079.9470
MEM 547.093750 1706271080.0473
MEM 547.207031 1706271080.1488
MEM 547.238281 1706271080.2523
MEM 547.281250 1706271080.3525
MEM 547.500000 1706271080.4562
MEM 547.433594 1706271080.5611
MEM 547.441406 1706271080.6660
MEM 547.503906 1706271080.7713
MEM 547.570312 1706271080.8718
MEM 547.593750 1706271080.9720
MEM 548.035156 1706271081.0724
MEM 548.035156 1706271081.1728
MEM 548.085938 1706271081.2731
MEM 548.417969 1706271081.3736
MEM 548.441406 1706271081.4739
MEM 548.816406 1706271081.5752
MEM 548.816406 1706271081.6804
MEM 548.855469 1706271081.7812
MEM 549.351562 1706271081.8825
MEM 549.351562 1706271081.9864
MEM 549.394531 1706271082.0884
MEM 549.703125 1706271082.1903
MEM 549.703125 1706271082.2932
MEM 549.828125 1706271082.3953
MEM 549.859375 1706271082.4973
MEM 549.886719 1706271082.6023
MEM 549.964844 1706271082.7052
MEM 549.964844 1706271082.8099
MEM 550.078125 1706271082.9143
MEM 550.085938 1706271083.0147
MEM 550.085938 1706271083.1191
MEM 550.136719 1706271083.2215
MEM 550.523438 1706271083.3250
MEM 550.535156 1706271083.4296
MEM 550.664062 1706271083.5338
MEM 550.937500 1706271083.6364
MEM 551.039062 1706271083.7416
MEM 551.679688 1706271083.8455
MEM 551.691406 1706271083.9485
MEM 552.105469 1706271084.0532
MEM 552.074219 1706271084.1534
MEM 552.179688 1706271084.2586
MEM 552.800781 1706271084.3589
MEM 552.832031 1706271084.4597
MEM 552.921875 1706271084.5647
MEM 552.890625 1706271084.6665
MEM 552.925781 1706271084.7668
MEM 553.023438 1706271084.8670
MEM 552.992188 1706271084.9708
MEM 552.996094 1706271085.0711
MEM 553.152344 1706271085.1763
MEM 553.191406 1706271085.2810
MEM 553.500000 1706271085.3843
MEM 553.484375 1706271085.4872
MEM 553.531250 1706271085.5924
MEM 553.671875 1706271085.6928
MEM 553.718750 1706271085.7959
MEM 554.089844 1706271085.9001
MEM 554.164062 1706271086.0011
MEM 554.207031 1706271086.1021
MEM 554.507812 1706271086.2062
MEM 554.535156 1706271086.3077
MEM 554.914062 1706271086.4089
MEM 554.878906 1706271086.5135
MEM 555.117188 1706271086.6159
MEM 555.148438 1706271086.7173
MEM 555.148438 1706271086.8225
MEM 555.277344 1706271086.9247
MEM 555.546875 1706271087.0269
MEM 555.589844 1706271087.1309
MEM 555.753906 1706271087.2312
MEM 555.695312 1706271087.3349
MEM 555.792969 1706271087.4354
MEM 556.128906 1706271087.5405
MEM 556.144531 1706271087.6413
MEM 556.390625 1706271087.7432
MEM 556.359375 1706271087.8461
MEM 556.457031 1706271087.9484
MEM 556.816406 1706271088.0520
MEM 556.824219 1706271088.1559
MEM 557.378906 1706271088.2608
MEM 557.386719 1706271088.3644
MEM 557.550781 1706271088.4664
MEM 557.843750 1706271088.5670
MEM 557.917969 1706271088.6698
MEM 557.941406 1706271088.7745
MEM 557.949219 1706271088.8790
MEM 558.050781 1706271088.9809
MEM 558.132812 1706271089.0861
MEM 558.160156 1706271089.1910
MEM 557.695312 1706271089.2924
MEM 557.648438 1706271089.4003
MEM 557.660156 1706271089.5006
MEM 557.769531 1706271089.6010
MEM 557.945312 1706271089.7018
MEM 557.984375 1706271089.8041
MEM 558.523438 1706271089.9050
MEM 558.523438 1706271090.0102
MEM 558.367188 1706271090.2175
MEM 557.605469 1706271090.3193
MEM 557.582031 1706271090.4204
MEM 553.929688 1706271090.5235
MEM 554.007812 1706271090.6268
MEM 554.273438 1706271090.7320
MEM 554.285156 1706271090.8335
MEM 554.980469 1706271090.9380
MEM 554.980469 1706271091.0398
MEM 555.093750 1706271091.1444
MEM 555.093750 1706271091.2457
MEM 555.113281 1706271091.3496
MEM 555.199219 1706271091.4522
MEM 555.167969 1706271091.5526
MEM 555.207031 1706271091.6550
MEM 552.484375 1706271091.7569
MEM 552.484375 1706271091.8621
MEM 552.593750 1706271091.9641
MEM 552.835938 1706271092.0686
MEM 552.859375 1706271092.1690
MEM 553.250000 1706271092.2733
MEM 553.250000 1706271092.3737
MEM 553.277344 1706271092.4764
MEM 553.332031 1706271092.5806
MEM 553.652344 1706271092.6808
MEM 553.675781 1706271092.7824
MEM 554.062500 1706271092.8876
MEM 554.062500 1706271092.9910
MEM 554.218750 1706271093.0962
MEM 554.453125 1706271093.2026
MEM 548.488281 1706271093.3036
MEM 532.632812 1706271093.4116
MEM 531.507812 1706271093.5207
MEM 531.507812 1706271093.6218
MEM 531.507812 1706271093.7271
MEM 531.535156 1706271093.8335
MEM 524.062500 1706271094.0388
MEM 524.175781 1706271094.1394
MEM 524.175781 1706271094.2401
MEM 524.199219 1706271094.3411
MEM 524.289062 1706271094.4425
MEM 524.281250 1706271094.5483
MEM 524.292969 1706271094.6486
MEM 524.546875 1706271094.7488
MEM 524.601562 1706271094.8493
MEM 524.617188 1706271094.9517
MEM 525.171875 1706271095.0554
MEM 525.140625 1706271095.1594
MEM 525.160156 1706271095.2649
MEM 525.453125 1706271095.3655
MEM 525.453125 1706271095.4707
MEM 525.531250 1706271095.5716
MEM 525.906250 1706271095.6760
MEM 525.906250 1706271095.7854
MEM 525.906250 1706271095.8858
MEM 526.023438 1706271095.9877
MEM 526.585938 1706271096.0933
MEM 526.531250 1706271096.1974
MEM 518.753906 1706271096.3038
MEM 517.632812 1706271096.4073
MEM 517.820312 1706271096.5156
MEM 517.949219 1706271096.6158
MEM 517.910156 1706271096.7202
MEM 517.910156 1706271096.8227
MEM 517.968750 1706271096.9242
MEM 518.000000 1706271097.0293
MEM 518.007812 1706271097.1308
MEM 518.007812 1706271097.2339
MEM 515.027344 1706271097.3448
MEM 515.042969 1706271097.4490
MEM 515.109375 1706271097.5587
MEM 515.101562 1706271097.6640
MEM 515.101562 1706271097.7668
MEM 515.132812 1706271097.8670
MEM 515.230469 1706271097.9712
MEM 514.175781 1706271098.0758
MEM 514.175781 1706271098.1804
MEM 514.207031 1706271098.2903
MEM 514.382812 1706271098.3933
MEM 514.648438 1706271098.4948
MEM 514.648438 1706271098.5997
MEM 514.683594 1706271098.6999
MEM 515.148438 1706271098.8010
MEM 515.117188 1706271098.9051
MEM 515.117188 1706271099.0104
MEM 515.140625 1706271099.1583
MEM 515.222656 1706271099.2667
MEM 515.437500 1706271099.3690
MEM 515.437500 1706271099.4694
MEM 515.437500 1706271099.5719
MEM 515.476562 1706271099.6727
MEM 515.859375 1706271099.7738
MEM 515.917969 1706271099.9319
MEM 515.917969 1706271100.0366
MEM 515.917969 1706271100.1457
MEM 515.960938 1706271100.2479
MEM 516.097656 1706271100.3496
MEM 516.082031 1706271100.4544
MEM 516.082031 1706271100.5551
MEM 515.937500 1706271100.6561
MEM 509.984375 1706271100.7592
MEM 503.277344 1706271100.8637
MEM 503.210938 1706271100.9675
MEM 496.171875 1706271101.0706
MEM 490.945312 1706271101.1780
MEM 491.203125 1706271101.2905
MEM 491.171875 1706271101.3954
MEM 491.171875 1706271101.4961
MEM 491.203125 1706271101.6016
MEM 491.195312 1706271101.7052
MEM 490.089844 1706271101.8080
MEM 490.089844 1706271101.9082
MEM 490.113281 1706271102.0473
MEM 490.140625 1706271102.1515
MEM 490.406250 1706271102.2577
MEM 490.414062 1706271102.3726
MEM 490.414062 1706271102.4853
MEM 490.437500 1706271102.5862
MEM 490.960938 1706271102.6903
MEM 490.929688 1706271102.7950
MEM 490.929688 1706271102.8969
MEM 490.964844 1706271103.0231
MEM 491.351562 1706271103.1265
MEM 491.316406 1706271103.2301
MEM 491.316406 1706271103.3402
MEM 491.363281 1706271103.4434
MEM 491.886719 1706271103.5472
MEM 491.839844 1706271103.6556
MEM 491.839844 1706271103.7563
MEM 491.863281 1706271103.8608
MEM 491.960938 1706271103.9613
MEM 491.960938 1706271104.0641
MEM 491.960938 1706271104.1669
MEM 491.984375 1706271104.2710
MEM 492.140625 1706271104.3762
MEM 492.140625 1706271104.4799
MEM 492.402344 1706271104.5824
MEM 492.558594 1706271104.6876
MEM 492.625000 1706271104.7901
MEM 492.898438 1706271104.8915
MEM 492.898438 1706271104.9935
MEM 492.984375 1706271105.0948
MEM 493.449219 1706271105.1989
MEM 493.503906 1706271105.3001
MEM 493.898438 1706271105.4011
MEM 493.898438 1706271105.5044
MEM 493.996094 1706271105.6078
MEM 494.312500 1706271105.7114
MEM 494.339844 1706271105.8143
MEM 494.390625 1706271105.9146
MEM 494.710938 1706271106.0198
MEM 494.761719 1706271106.1235
MEM 494.882812 1706271106.2260
MEM 494.882812 1706271106.3298
MEM 495.015625 1706271106.4349
MEM 494.988281 1706271106.5401
MEM 495.058594 1706271106.6411
MEM 495.234375 1706271106.7419
MEM 495.269531 1706271106.8436
MEM 495.617188 1706271106.9450
MEM 495.644531 1706271107.0473
MEM 495.921875 1706271107.1517
MEM 495.906250 1706271107.2551
MEM 496.089844 1706271107.3596
MEM 496.558594 1706271107.4601
MEM 496.582031 1706271107.5632
MEM 496.996094 1706271107.6650
MEM 497.011719 1706271107.7689
MEM 497.480469 1706271107.8707
MEM 497.417969 1706271107.9759
MEM 497.488281 1706271108.0797
MEM 497.500000 1706271108.1842
MEM 497.500000 1706271108.2864
MEM 497.542969 1706271108.3901
MEM 497.617188 1706271108.4939
MEM 497.660156 1706271108.5982
MEM 497.843750 1706271108.6999
MEM 497.843750 1706271108.8004
MEM 497.855469 1706271108.9008
MEM 497.957031 1706271109.0030
MEM 498.058594 1706271109.1042
MEM 498.097656 1706271109.2046
MEM 498.308594 1706271109.3103
MEM 498.308594 1706271109.4144
MEM 498.371094 1706271109.5189
MEM 498.847656 1706271109.6199
MEM 498.882812 1706271109.7226
MEM 498.964844 1706271109.8232
MEM 499.324219 1706271109.9247
MEM 499.339844 1706271110.0295
MEM 499.746094 1706271110.1335
MEM 499.800781 1706271110.2340
MEM 499.863281 1706271110.3342
MEM 499.910156 1706271110.4355
MEM 499.921875 1706271110.5375
MEM 500.035156 1706271110.6389
MEM 500.003906 1706271110.7395
MEM 500.023438 1706271110.8415
MEM 500.226562 1706271110.9428
MEM 500.195312 1706271111.0471
MEM 500.257812 1706271111.1515
MEM 500.359375 1706271111.2526
MEM 500.378906 1706271111.3569
MEM 500.718750 1706271111.4606
MEM 500.765625 1706271111.5629
MEM 501.468750 1706271111.6650
MEM 501.429688 1706271111.7673
MEM 501.546875 1706271111.8685
MEM 502.007812 1706271111.9737
MEM 502.054688 1706271112.0779
MEM 502.589844 1706271112.1794
MEM 502.589844 1706271112.2842
MEM 502.730469 1706271112.3860
MEM 502.699219 1706271112.4913
MEM 502.781250 1706271112.5965
MEM 502.867188 1706271112.7006
MEM 502.898438 1706271112.8017
MEM 503.000000 1706271112.9048
MEM 502.945312 1706271113.0100
MEM 503.000000 1706271113.1152
MEM 503.179688 1706271113.2156
MEM 503.207031 1706271113.3159
MEM 503.738281 1706271113.4200
MEM 503.738281 1706271113.5231
MEM 503.898438 1706271113.6241
MEM 504.218750 1706271113.7266
MEM 504.261719 1706271113.8318
MEM 504.785156 1706271113.9342
MEM 504.785156 1706271114.0352
MEM 504.988281 1706271114.1363
MEM 505.277344 1706271114.2377
MEM 505.324219 1706271114.3383
MEM 505.433594 1706271114.4391
MEM 505.433594 1706271114.5393
MEM 505.472656 1706271114.6404
MEM 505.507812 1706271114.7424
MEM 505.527344 1706271114.8461
MEM 505.621094 1706271114.9474
MEM 505.589844 1706271115.0503
MEM 505.644531 1706271115.1555
MEM 505.875000 1706271115.2601
MEM 505.906250 1706271115.3627
MEM 506.175781 1706271115.4641
MEM 506.203125 1706271115.5646
MEM 506.460938 1706271115.6659
MEM 506.812500 1706271115.7706
MEM 506.839844 1706271115.8715
MEM 506.894531 1706271115.9767
MEM 507.136719 1706271116.0792
MEM 507.156250 1706271116.1804
MEM 507.679688 1706271116.2806
MEM 507.785156 1706271116.3809
MEM 507.949219 1706271116.4815
MEM 508.062500 1706271116.5864
MEM 508.066406 1706271116.6892
MEM 508.214844 1706271116.7901
MEM 508.183594 1706271116.8953
MEM 508.238281 1706271116.9962
MEM 508.570312 1706271117.0982
MEM 508.570312 1706271117.2034
MEM 508.621094 1706271117.3042
MEM 508.898438 1706271117.4050
MEM 508.933594 1706271117.5102
MEM 509.125000 1706271117.6137
MEM 509.093750 1706271117.7158
MEM 509.199219 1706271117.8207
MEM 509.425781 1706271117.9220
MEM 509.460938 1706271118.0269
MEM 509.949219 1706271118.1291
MEM 509.921875 1706271118.2308
MEM 510.035156 1706271118.3346
MEM 510.531250 1706271118.4357
MEM 510.582031 1706271118.5410
MEM 510.675781 1706271118.6413
MEM 510.644531 1706271118.7418
MEM 510.695312 1706271118.8422
MEM 510.730469 1706271118.9447
MEM 510.753906 1706271119.0459
MEM 511.003906 1706271119.1490
MEM 511.003906 1706271119.2503
MEM 511.066406 1706271119.3533
MEM 511.343750 1706271119.4556
MEM 511.375000 1706271119.5603
MEM 511.515625 1706271119.6625
MEM 511.683594 1706271119.7629
MEM 511.718750 1706271119.8668
MEM 512.175781 1706271119.9720
MEM 512.175781 1706271120.0780
MEM 512.441406 1706271120.1791
MEM 512.472656 1706271120.2799
MEM 512.628906 1706271120.3840
MEM 513.078125 1706271120.4860
MEM 513.113281 1706271120.5865
MEM 513.308594 1706271120.6910
MEM 513.484375 1706271120.7958
MEM 513.519531 1706271120.8963
MEM 513.687500 1706271120.9966
MEM 513.699219 1706271121.0972
MEM 513.792969 1706271121.1976
MEM 513.789062 1706271121.2987
MEM 513.835938 1706271121.3992
MEM 513.964844 1706271121.5016
MEM 514.000000 1706271121.6061
MEM 514.164062 1706271121.7104
MEM 514.488281 1706271121.8125
MEM 514.535156 1706271121.9134
MEM 515.105469 1706271122.0172
MEM 515.105469 1706271122.1223
MEM 515.203125 1706271122.2246
MEM 515.398438 1706271122.3288
MEM 515.398438 1706271122.4335
MEM 515.468750 1706271122.5338
MEM 515.875000 1706271122.6341
MEM 515.910156 1706271122.7343
MEM 516.050781 1706271122.8348
MEM 516.050781 1706271122.9351
MEM 516.070312 1706271123.0376
MEM 516.148438 1706271123.1385
MEM 516.148438 1706271123.2399
MEM 516.183594 1706271123.3403
MEM 516.292969 1706271123.4419
MEM 516.292969 1706271123.5427
MEM 516.371094 1706271123.6431
MEM 516.656250 1706271123.7440
MEM 516.656250 1706271123.8476
MEM 516.699219 1706271123.9480
MEM 517.050781 1706271124.0500
MEM 517.066406 1706271124.1551
MEM 517.417969 1706271124.2564
MEM 517.511719 1706271124.3598
MEM 517.535156 1706271124.4624
MEM 517.906250 1706271124.5627
MEM 517.875000 1706271124.6647
MEM 517.902344 1706271124.7691
MEM 518.453125 1706271124.8705
MEM 518.531250 1706271124.9763
MEM 518.531250 1706271125.0786
MEM 518.609375 1706271125.1820
MEM 518.609375 1706271125.2842
MEM 518.609375 1706271125.3844
MEM 518.707031 1706271125.4857
MEM 518.968750 1706271125.5885
MEM 518.968750 1706271125.6910
MEM 519.058594 1706271125.7914
MEM 519.414062 1706271125.8919
MEM 519.421875 1706271125.9934
MEM 519.500000 1706271126.0937
MEM 519.500000 1706271126.1987
MEM 519.781250 1706271126.2994
MEM 520.148438 1706271126.4027
MEM 520.187500 1706271126.5047
MEM 520.582031 1706271126.6083
MEM 520.593750 1706271126.7097
MEM 521.113281 1706271126.8133
MEM 521.082031 1706271126.9138
MEM 521.105469 1706271127.0154
MEM 521.148438 1706271127.1157
MEM 521.355469 1706271127.2161
MEM 521.355469 1706271127.3173
MEM 521.472656 1706271127.4176
MEM 521.511719 1706271127.5217
MEM 521.535156 1706271127.6221
MEM 521.656250 1706271127.7248
MEM 521.625000 1706271127.8300
MEM 521.648438 1706271127.9302
MEM 521.796875 1706271128.0332
MEM 521.796875 1706271128.1385
MEM 521.820312 1706271128.2436
MEM 522.128906 1706271128.3446
MEM 522.128906 1706271128.4452
MEM 522.289062 1706271128.5472
MEM 522.675781 1706271128.6504
MEM 522.699219 1706271128.7514
MEM 522.742188 1706271128.8565
MEM 523.148438 1706271128.9617
MEM 523.109375 1706271129.0916
MEM 523.148438 1706271129.1955
MEM 523.867188 1706271129.2957
MEM 523.792969 1706271129.3959
MEM 523.882812 1706271129.5011
MEM 524.136719 1706271129.6063
MEM 524.339844 1706271129.7073
MEM 524.343750 1706271129.8122
MEM 524.343750 1706271129.9127
MEM 524.449219 1706271130.0134
MEM 524.492188 1706271130.1142
MEM 524.531250 1706271130.2209
MEM 524.707031 1706271130.3252
MEM 524.722656 1706271130.4304
MEM 525.183594 1706271130.5319
MEM 525.203125 1706271130.6371
MEM 525.507812 1706271130.7377
MEM 525.468750 1706271130.8380
MEM 525.605469 1706271130.9383
MEM 525.910156 1706271131.0412
MEM 525.980469 1706271131.1464
MEM 526.250000 1706271131.2503
MEM 526.308594 1706271131.3552
MEM 526.781250 1706271131.4604
MEM 526.816406 1706271131.5635
MEM 526.964844 1706271131.6656
MEM 526.933594 1706271131.7676
MEM 526.988281 1706271131.8685
MEM 527.039062 1706271131.9737
MEM 527.058594 1706271132.0789
MEM 527.410156 1706271132.1795
MEM 527.433594 1706271132.2821
MEM 527.453125 1706271132.3828
MEM 527.539062 1706271132.4872
MEM 527.539062 1706271132.5917
MEM 527.546875 1706271132.6965
MEM 527.554688 1706271132.8004
MEM 527.730469 1706271132.9048
MEM 527.781250 1706271133.0100
MEM 527.878906 1706271133.1130
MEM 528.292969 1706271133.2182
MEM 528.343750 1706271133.3197
MEM 528.804688 1706271133.4200
MEM 528.804688 1706271133.5252
MEM 529.105469 1706271133.6285
MEM 529.171875 1706271133.7289
MEM 529.347656 1706271133.8336
MEM 529.449219 1706271133.9354
MEM 529.476562 1706271134.0406
MEM 529.621094 1706271134.1421
MEM 529.644531 1706271134.2473
MEM 529.941406 1706271134.3501
MEM 529.914062 1706271134.4552
MEM 529.976562 1706271134.5556
MEM 530.261719 1706271134.6581
MEM 530.324219 1706271134.7616
MEM 530.742188 1706271134.8633
MEM 530.773438 1706271134.9666
MEM 531.328125 1706271135.0718
MEM 531.328125 1706271135.1769
MEM 531.906250 1706271135.2780
MEM 531.902344 1706271135.3782
MEM 531.953125 1706271135.4808
MEM 532.238281 1706271135.5860
MEM 532.429688 1706271135.6896
MEM 532.632812 1706271135.7913
MEM 532.640625 1706271135.8934
MEM 574.027344 1706271135.9944
