CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/a2c/cartpole_a2c.py
MEM 1173.285156 1706268964.3564
MEM 1173.285156 1706268964.4587
MEM 1173.285156 1706268964.5621
MEM 1173.285156 1706268964.6644
MEM 1173.285156 1706268964.7661
MEM 1173.285156 1706268964.8711
MEM 1173.453125 1706268964.9713
MEM 1173.375000 1706268965.0737
MEM 1173.375000 1706268965.1744
MEM 1173.554688 1706268965.2780
MEM 1173.554688 1706268965.3817
MEM 1174.085938 1706268965.4863
MEM 1174.085938 1706268965.5881
MEM 1174.097656 1706268965.6906
MEM 1174.265625 1706268965.7916
MEM 1174.265625 1706268965.8926
MEM 1174.808594 1706268965.9937
MEM 1174.808594 1706268966.0946
MEM 1174.894531 1706268966.1949
MEM 1175.167969 1706268966.2985
MEM 1175.167969 1706268966.4016
MEM 1175.179688 1706268966.5062
MEM 1175.179688 1706268966.6072
MEM 1175.179688 1706268966.7076
MEM 1175.191406 1706268966.8126
MEM 1175.191406 1706268966.9497
MEM 1175.191406 1706268967.0528
MEM 1175.289062 1706268967.1559
MEM 1175.289062 1706268967.2577
MEM 1175.289062 1706268967.3580
MEM 1175.484375 1706268967.4583
MEM 1175.484375 1706268967.5609
MEM 1175.601562 1706268967.6620
MEM 1175.871094 1706268967.7662
MEM 1175.871094 1706268967.8714
MEM 1176.238281 1706268967.9762
MEM 1176.238281 1706268968.0793
MEM 1176.507812 1706268968.1829
MEM 1176.632812 1706268968.2883
MEM 1176.714844 1706268968.3935
MEM 1177.246094 1706268968.4944
MEM 1177.246094 1706268968.5996
MEM 1177.277344 1706268968.7003
MEM 1177.246094 1706268968.8030
MEM 1177.246094 1706268968.9064
MEM 1177.246094 1706268969.0106
MEM 1177.246094 1706268969.1110
MEM 1177.277344 1706268969.2124
MEM 1177.246094 1706268969.3156
MEM 1177.246094 1706268969.4172
MEM 1177.527344 1706268969.5202
MEM 1177.527344 1706268969.6250
MEM 1177.558594 1706268969.7298
MEM 1177.964844 1706268969.8313
MEM 1177.964844 1706268969.9322
MEM 1178.109375 1706268970.0333
MEM 1178.078125 1706268970.1384
MEM 1178.148438 1706268970.2426
MEM 1178.648438 1706268970.3458
MEM 1178.648438 1706268970.4480
MEM 1178.964844 1706268970.5503
MEM 1178.964844 1706268970.6555
MEM 1179.003906 1706268970.7600
MEM 1179.003906 1706268970.8605
MEM 1179.003906 1706268970.9624
MEM 1179.046875 1706268971.0637
MEM 1179.046875 1706268971.1666
MEM 1179.160156 1706268971.2684
MEM 1179.128906 1706268971.3687
MEM 1179.128906 1706268971.4736
MEM 1179.359375 1706268971.5773
MEM 1179.359375 1706268971.6825
MEM 1179.792969 1706268971.7859
MEM 1179.792969 1706268971.8883
MEM 1179.792969 1706268971.9919
MEM 1180.113281 1706268972.0971
MEM 1180.121094 1706268972.2022
MEM 1180.660156 1706268972.3029
MEM 1180.660156 1706268972.4045
MEM 1180.660156 1706268972.5057
MEM 1180.949219 1706268972.6077
MEM 1180.949219 1706268972.7110
MEM 1180.949219 1706268972.8141
MEM 1180.984375 1706268972.9164
MEM 1180.984375 1706268973.0167
MEM 1181.019531 1706268973.1219
MEM 1181.019531 1706268973.2243
MEM 1181.019531 1706268973.3245
MEM 1181.175781 1706268973.4298
MEM 1181.175781 1706268973.5306
MEM 1181.207031 1706268973.6358
MEM 1181.230469 1706268973.7384
MEM 1181.332031 1706268973.8388
MEM 1181.796875 1706268973.9414
MEM 1181.796875 1706268974.0466
MEM 1182.074219 1706268974.1508
MEM 1182.074219 1706268974.2535
MEM 1182.542969 1706268974.3542
MEM 1182.511719 1706268974.4562
MEM 1182.601562 1706268974.5573
MEM 1183.191406 1706268974.6596
MEM 1183.199219 1706268974.7624
MEM 1183.199219 1706268974.8627
MEM 1183.199219 1706268974.9668
MEM 1183.230469 1706268975.0682
MEM 1183.199219 1706268975.1734
MEM 1183.199219 1706268975.2739
MEM 1183.433594 1706268975.3790
MEM 1183.433594 1706268975.4793
MEM 1183.542969 1706268975.5796
MEM 1183.542969 1706268975.6807
MEM 1183.597656 1706268975.7839
MEM 1183.824219 1706268975.8885
MEM 1183.824219 1706268975.9933
MEM 1184.285156 1706268976.0942
MEM 1184.285156 1706268976.1955
MEM 1184.679688 1706268976.2968
MEM 1184.683594 1706268976.3980
MEM 1184.777344 1706268976.4986
MEM 1184.988281 1706268976.6003
MEM 1185.011719 1706268976.7014
MEM 1185.011719 1706268976.8026
MEM 1185.011719 1706268976.9063
MEM 1185.011719 1706268977.0083
MEM 1185.011719 1706268977.1103
MEM 1185.011719 1706268977.2110
MEM 1185.011719 1706268977.3162
MEM 1185.011719 1706268977.4214
MEM 1185.011719 1706268977.5247
MEM 1185.062500 1706268977.6291
MEM 1185.011719 1706268977.7300
MEM 1185.011719 1706268977.8323
MEM 1185.011719 1706268977.9350
MEM 1185.011719 1706268978.0396
MEM 1185.011719 1706268978.1413
MEM 1185.011719 1706268978.2465
MEM 1185.015625 1706268978.3468
MEM 1185.015625 1706268978.4520
MEM 1185.019531 1706268978.5572
MEM 1185.019531 1706268978.6592
MEM 1185.019531 1706268978.7604
MEM 1185.050781 1706268978.8608
MEM 1185.019531 1706268978.9650
MEM 1185.019531 1706268979.0666
MEM 1185.019531 1706268979.1684
MEM 1185.019531 1706268979.2734
MEM 1185.019531 1706268979.3743
MEM 1185.019531 1706268979.4752
MEM 1185.019531 1706268979.5762
MEM 1185.019531 1706268979.6814
MEM 1185.019531 1706268979.7866
MEM 1185.019531 1706268979.8910
MEM 1185.019531 1706268979.9924
MEM 1185.144531 1706268980.0950
MEM 1185.105469 1706268980.1965
MEM 1185.105469 1706268980.3007
MEM 1185.105469 1706268980.4059
MEM 1185.105469 1706268980.5097
MEM 1185.105469 1706268980.6115
MEM 1185.105469 1706268980.7167
MEM 1185.136719 1706268980.8171
MEM 1185.105469 1706268980.9176
MEM 1185.105469 1706268981.0193
MEM 1185.105469 1706268981.1240
MEM 1185.105469 1706268981.2249
MEM 1185.191406 1706268981.3268
MEM 1185.160156 1706268981.4320
MEM 1185.160156 1706268981.5371
MEM 1185.160156 1706268981.6386
MEM 1185.160156 1706268981.7409
MEM 1185.160156 1706268981.8442
MEM 1185.160156 1706268981.9446
MEM 1185.160156 1706268982.0458
MEM 1185.160156 1706268982.1470
MEM 1185.160156 1706268982.2482
MEM 1185.160156 1706268982.3516
MEM 1185.160156 1706268982.4538
MEM 1185.312500 1706268982.5579
MEM 1185.281250 1706268982.6609
MEM 1185.281250 1706268982.7633
MEM 1185.281250 1706268982.8667
MEM 1185.281250 1706268982.9719
MEM 1185.281250 1706268983.0770
MEM 1185.281250 1706268983.1791
MEM 1185.312500 1706268983.2801
MEM 1185.339844 1706268983.3814
MEM 1185.339844 1706268983.4825
MEM 1185.363281 1706268983.5869
MEM 1185.363281 1706268983.6887
MEM 1185.410156 1706268983.7889
MEM 1185.476562 1706268983.8924
MEM 1185.476562 1706268983.9955
MEM 1185.574219 1706268984.1007
MEM 1185.574219 1706268984.2018
MEM 1185.613281 1706268984.3057
MEM 1185.613281 1706268984.4078
MEM 1185.613281 1706268984.5091
MEM 1185.707031 1706268984.6127
MEM 1185.707031 1706268984.7168
MEM 1185.718750 1706268984.8178
MEM 1185.718750 1706268984.9204
MEM 1185.785156 1706268985.0256
MEM 1185.753906 1706268985.1259
MEM 1185.753906 1706268985.2281
MEM 1185.769531 1706268985.3296
MEM 1185.769531 1706268985.4305
MEM 1185.832031 1706268985.5318
MEM 1185.832031 1706268985.6342
MEM 1186.062500 1706268985.7388
MEM 1186.171875 1706268985.8433
MEM 1186.171875 1706268985.9445
MEM 1186.171875 1706268986.0459
MEM 1186.171875 1706268986.1477
MEM 1186.664062 1706268986.2492
MEM 1186.632812 1706268986.3504
MEM 1186.632812 1706268986.4556
MEM 1186.769531 1706268986.5586
MEM 1186.769531 1706268986.6638
MEM 1186.820312 1706268986.7668
MEM 1186.820312 1706268986.8676
MEM 1186.859375 1706268986.9679
MEM 1186.828125 1706268987.0731
MEM 1186.828125 1706268987.1771
MEM 1186.882812 1706268987.2785
MEM 1186.882812 1706268987.3803
MEM 1187.171875 1706268987.4817
MEM 1187.171875 1706268987.5829
MEM 1187.171875 1706268987.6841
MEM 1187.238281 1706268987.7850
MEM 1187.343750 1706268987.8866
MEM 1187.707031 1706268987.9918
MEM 1187.707031 1706268988.0923
MEM 1187.929688 1706268988.1937
MEM 1187.929688 1706268988.2969
MEM 1187.960938 1706268988.4005
MEM 1188.257812 1706268988.5025
MEM 1188.257812 1706268988.6058
MEM 1188.257812 1706268988.7063
MEM 1188.257812 1706268988.8083
MEM 1188.289062 1706268988.9089
MEM 1188.265625 1706268989.0121
MEM 1188.265625 1706268989.1173
MEM 1188.265625 1706268989.2196
MEM 1188.265625 1706268989.3209
MEM 1188.636719 1706268989.4222
MEM 1188.636719 1706268989.5234
MEM 1188.730469 1706268989.6242
MEM 1189.054688 1706268989.7288
MEM 1189.089844 1706268989.8297
MEM 1189.375000 1706268989.9302
MEM 1189.375000 1706268990.0338
MEM 1189.789062 1706268990.1389
MEM 1189.789062 1706268990.2413
MEM 1189.789062 1706268990.3421
MEM 1190.296875 1706268990.4473
MEM 1190.296875 1706268990.5525
MEM 1190.296875 1706268990.6577
MEM 1190.296875 1706268990.7596
MEM 1190.355469 1706268990.8612
MEM 1190.324219 1706268990.9664
MEM 1190.324219 1706268991.0686
MEM 1190.417969 1706268991.1720
MEM 1190.417969 1706268991.2723
MEM 1190.593750 1706268991.3775
MEM 1190.593750 1706268991.4802
MEM 1190.656250 1706268991.5852
MEM 1190.812500 1706268991.6896
MEM 1190.812500 1706268991.7902
MEM 1191.218750 1706268991.8908
MEM 1191.218750 1706268991.9959
MEM 1191.265625 1706268992.0978
MEM 1191.542969 1706268992.2012
MEM 1191.554688 1706268992.3046
MEM 1191.917969 1706268992.4099
MEM 1191.917969 1706268992.5151
MEM 1192.031250 1706268992.6170
MEM 1192.000000 1706268992.7212
MEM 1192.000000 1706268992.8246
MEM 1192.011719 1706268992.9298
MEM 1192.011719 1706268993.0350
MEM 1192.023438 1706268993.1390
MEM 1192.023438 1706268993.2417
MEM 1192.441406 1706268993.3428
MEM 1192.410156 1706268993.4461
MEM 1192.410156 1706268993.5479
MEM 1192.796875 1706268993.6509
MEM 1192.796875 1706268993.7521
MEM 1192.984375 1706268993.8574
MEM 1192.984375 1706268993.9583
MEM 1193.039062 1706268994.0592
MEM 1193.457031 1706268994.1632
MEM 1193.484375 1706268994.2672
MEM 1193.925781 1706268994.3682
MEM 1193.925781 1706268994.4704
MEM 1194.050781 1706268994.5709
MEM 1194.019531 1706268994.6719
MEM 1194.019531 1706268994.7732
MEM 1194.050781 1706268994.8744
MEM 1194.050781 1706268994.9756
MEM 1194.050781 1706268995.0769
MEM 1194.050781 1706268995.1779
MEM 1194.136719 1706268995.2795
MEM 1194.195312 1706268995.3806
MEM 1194.195312 1706268995.4819
MEM 1194.679688 1706268995.5831
MEM 1194.679688 1706268995.6843
MEM 1194.710938 1706268995.7857
MEM 1194.761719 1706268995.8870
MEM 1194.894531 1706268995.9883
MEM 1195.316406 1706268996.0903
MEM 1195.316406 1706268996.1918
MEM 1195.761719 1706268996.2966
MEM 1195.761719 1706268996.3995
MEM 1195.820312 1706268996.5020
MEM 1195.820312 1706268996.6051
MEM 1195.820312 1706268996.7075
MEM 1195.847656 1706268996.8127
MEM 1195.847656 1706268996.9171
MEM 1195.847656 1706268997.0223
MEM 1195.847656 1706268997.1244
MEM 1195.902344 1706268997.2294
MEM 1196.250000 1706268997.3301
MEM 1196.250000 1706268997.4326
MEM 1196.449219 1706268997.5366
MEM 1196.449219 1706268997.6416
MEM 1196.542969 1706268997.7429
MEM 1196.542969 1706268997.8441
MEM 1196.714844 1706268997.9449
MEM 1197.031250 1706268998.0466
MEM 1197.085938 1706268998.1476
MEM 1197.265625 1706268998.2492
MEM 1197.265625 1706268998.3510
MEM 1197.347656 1706268998.4521
MEM 1197.347656 1706268998.5525
MEM 1197.347656 1706268998.6545
MEM 1197.507812 1706268998.7564
MEM 1197.507812 1706268998.8574
MEM 1197.609375 1706268998.9604
MEM 1197.609375 1706268999.0607
MEM 1197.941406 1706268999.1611
MEM 1198.019531 1706268999.2623
MEM 1198.144531 1706268999.3638
MEM 1198.570312 1706268999.4655
MEM 1198.570312 1706268999.5662
MEM 1198.828125 1706268999.6673
MEM 1198.828125 1706268999.7718
MEM 1198.859375 1706268999.8725
MEM 1199.019531 1706268999.9770
MEM 1199.019531 1706269000.0780
MEM 1199.289062 1706269000.1832
MEM 1199.289062 1706269000.2869
MEM 1199.429688 1706269000.3892
MEM 1199.429688 1706269000.4945
MEM 1199.429688 1706269000.5959
MEM 1199.429688 1706269000.6968
MEM 1199.429688 1706269000.7984
MEM 1199.480469 1706269000.8996
MEM 1199.480469 1706269001.0007
MEM 1199.765625 1706269001.1019
MEM 1199.796875 1706269001.2038
MEM 1199.914062 1706269001.3049
MEM 1200.144531 1706269001.4062
MEM 1200.144531 1706269001.5066
MEM 1200.414062 1706269001.6071
MEM 1200.429688 1706269001.7090
MEM 1200.554688 1706269001.8113
MEM 1200.968750 1706269001.9124
MEM 1200.968750 1706269002.0136
MEM 1201.175781 1706269002.1149
MEM 1201.175781 1706269002.2161
MEM 1201.253906 1706269002.3174
MEM 1201.222656 1706269002.4188
MEM 1201.222656 1706269002.5226
MEM 1201.234375 1706269002.6272
MEM 1201.234375 1706269002.7324
MEM 1201.417969 1706269002.8364
MEM 1201.417969 1706269002.9393
MEM 1201.570312 1706269003.0423
MEM 1201.808594 1706269003.1450
MEM 1201.808594 1706269003.2459
MEM 1202.050781 1706269003.3473
MEM 1202.027344 1706269003.4500
MEM 1202.066406 1706269003.5535
MEM 1202.429688 1706269003.6550
MEM 1202.429688 1706269003.7581
MEM 1202.441406 1706269003.8617
MEM 1202.738281 1706269003.9649
MEM 1202.738281 1706269004.0653
MEM 1203.320312 1706269004.1671
MEM 1203.320312 1706269004.2674
MEM 1203.429688 1706269004.3710
MEM 1203.453125 1706269004.4763
MEM 1203.453125 1706269004.5774
MEM 1203.453125 1706269004.6800
MEM 1203.566406 1706269004.7811
MEM 1203.566406 1706269004.8822
MEM 1203.664062 1706269004.9832
MEM 1203.664062 1706269005.0846
MEM 1204.046875 1706269005.1894
MEM 1204.015625 1706269005.2920
MEM 1204.015625 1706269005.3926
MEM 1204.402344 1706269005.4937
MEM 1204.402344 1706269005.5940
MEM 1204.789062 1706269005.6982
MEM 1204.789062 1706269005.8018
MEM 1205.039062 1706269005.9069
MEM 1205.007812 1706269006.0086
MEM 1205.007812 1706269006.1138
MEM 1205.429688 1706269006.2175
MEM 1205.429688 1706269006.3191
MEM 1205.429688 1706269006.4202
MEM 1205.429688 1706269006.5214
MEM 1205.460938 1706269006.6222
MEM 1205.429688 1706269006.7262
MEM 1205.429688 1706269006.8314
MEM 1205.558594 1706269006.9359
MEM 1205.558594 1706269007.0395
MEM 1205.597656 1706269007.1447
MEM 1205.601562 1706269007.2491
MEM 1205.777344 1706269007.3494
MEM 1205.789062 1706269007.4512
MEM 1205.859375 1706269007.5554
MEM 1206.277344 1706269007.6573
MEM 1206.281250 1706269007.7584
MEM 1206.816406 1706269007.8597
MEM 1206.816406 1706269007.9599
MEM 1207.097656 1706269008.0617
MEM 1207.289062 1706269008.1655
MEM 1207.320312 1706269008.2675
MEM 1207.335938 1706269008.3726
MEM 1207.335938 1706269008.4778
MEM 1207.527344 1706269008.5827
MEM 1207.527344 1706269008.6837
MEM 1207.558594 1706269008.7846
MEM 1207.730469 1706269008.8894
MEM 1207.730469 1706269008.9902
MEM 1207.921875 1706269009.0938
MEM 1207.921875 1706269009.1941
MEM 1208.292969 1706269009.2953
MEM 1208.292969 1706269009.3977
MEM 1208.484375 1706269009.5025
MEM 1208.652344 1706269009.6071
MEM 1208.691406 1706269009.7103
MEM 1208.968750 1706269009.8122
MEM 1209.023438 1706269009.9140
MEM 1209.410156 1706269010.0152
MEM 1209.410156 1706269010.1175
MEM 1209.410156 1706269010.2227
MEM 1209.410156 1706269010.3255
MEM 1209.410156 1706269010.4307
MEM 1209.410156 1706269010.5309
MEM 1209.410156 1706269010.6357
MEM 1209.679688 1706269010.7396
MEM 1209.640625 1706269010.8416
MEM 1209.640625 1706269010.9429
MEM 1209.980469 1706269011.0439
MEM 1209.980469 1706269011.1446
MEM 1210.191406 1706269011.2471
MEM 1210.191406 1706269011.3484
MEM 1210.394531 1706269011.4496
MEM 1210.363281 1706269011.5531
MEM 1210.390625 1706269011.6545
MEM 1210.679688 1706269011.7547
MEM 1210.722656 1706269011.8592
MEM 1211.183594 1706269011.9644
MEM 1211.183594 1706269012.0676
MEM 1211.324219 1706269012.1728
MEM 1211.292969 1706269012.2770
MEM 1211.292969 1706269012.3787
MEM 1211.394531 1706269012.4816
MEM 1211.394531 1706269012.5826
MEM 1211.535156 1706269012.6837
MEM 1211.535156 1706269012.7842
MEM 1211.566406 1706269012.8854
MEM 1211.636719 1706269012.9869
MEM 1211.636719 1706269013.0874
MEM 1212.046875 1706269013.1880
MEM 1212.046875 1706269013.2887
MEM 1212.433594 1706269013.3891
MEM 1212.363281 1706269013.4921
MEM 1212.363281 1706269013.5950
MEM 1212.707031 1706269013.6960
MEM 1212.707031 1706269013.7970
MEM 1213.203125 1706269013.8982
MEM 1213.203125 1706269013.9995
MEM 1213.320312 1706269014.1015
MEM 1213.289062 1706269014.2023
MEM 1213.289062 1706269014.3034
MEM 1213.332031 1706269014.4047
MEM 1213.332031 1706269014.5058
MEM 1213.449219 1706269014.6067
MEM 1213.449219 1706269014.7084
MEM 1213.449219 1706269014.8102
MEM 1213.621094 1706269014.9112
MEM 1213.621094 1706269015.0133
MEM 1214.066406 1706269015.1137
MEM 1214.066406 1706269015.2139
MEM 1214.503906 1706269015.3177
MEM 1214.578125 1706269015.4184
MEM 1214.593750 1706269015.5191
MEM 1215.054688 1706269015.6204
MEM 1215.054688 1706269015.7214
MEM 1215.253906 1706269015.8225
MEM 1215.253906 1706269015.9250
MEM 1215.253906 1706269016.0261
MEM 1215.253906 1706269016.1273
MEM 1215.253906 1706269016.2279
MEM 1215.300781 1706269016.3293
MEM 1215.300781 1706269016.4303
MEM 1215.531250 1706269016.5320
MEM 1215.468750 1706269016.6337
MEM 1215.472656 1706269016.7346
MEM 1215.640625 1706269016.8398
MEM 1215.640625 1706269016.9424
MEM 1215.640625 1706269017.0662
MEM 1215.640625 1706269017.1676
MEM 1215.976562 1706269017.2679
MEM 1215.976562 1706269017.3694
MEM 1216.105469 1706269017.4729
MEM 1216.218750 1706269017.5732
MEM 1216.218750 1706269017.6765
MEM 1216.218750 1706269017.7934
MEM 1216.218750 1706269017.8967
MEM 1216.226562 1706269017.9969
MEM 1216.683594 1706269018.1013
MEM 1216.683594 1706269018.2021
MEM 1216.871094 1706269018.3033
MEM 1217.011719 1706269018.4043
MEM 1217.039062 1706269018.5061
MEM 1217.226562 1706269018.6073
MEM 1217.195312 1706269018.7125
MEM 1217.195312 1706269018.8176
MEM 1217.195312 1706269018.9203
MEM 1217.195312 1706269019.0498
MEM 1217.195312 1706269019.1503
MEM 1217.230469 1706269019.2506
MEM 1217.230469 1706269019.3549
MEM 1217.230469 1706269019.4602
MEM 1217.460938 1706269019.5628
MEM 1217.460938 1706269019.6678
MEM 1217.601562 1706269019.7712
MEM 1217.800781 1706269019.8724
MEM 1217.800781 1706269019.9739
MEM 1218.171875 1706269020.0771
MEM 1218.171875 1706269020.1823
MEM 1218.574219 1706269020.2871
MEM 1218.531250 1706269020.3898
MEM 1218.761719 1706269020.4953
MEM 1218.804688 1706269020.5986
MEM 1218.820312 1706269020.7031
MEM 1219.003906 1706269020.8052
MEM 1218.996094 1706269020.9070
MEM 1218.996094 1706269021.0307
MEM 1218.996094 1706269021.1342
MEM 1219.019531 1706269021.2371
MEM 1219.019531 1706269021.3424
MEM 1219.121094 1706269021.4464
MEM 1219.089844 1706269021.5499
MEM 1219.089844 1706269021.6511
MEM 1219.332031 1706269021.7531
MEM 1219.367188 1706269021.8583
MEM 1219.796875 1706269021.9607
MEM 1219.816406 1706269022.0793
MEM 1219.816406 1706269022.1795
MEM 1219.871094 1706269022.2816
MEM 1220.289062 1706269022.3866
MEM 1220.289062 1706269022.4876
MEM 1220.546875 1706269022.5899
MEM 1220.546875 1706269022.6901
MEM 1220.601562 1706269022.7930
MEM 1221.148438 1706269022.8975
MEM 1221.148438 1706269023.0021
MEM 1221.308594 1706269023.1030
MEM 1221.277344 1706269023.2082
MEM 1221.277344 1706269023.3105
MEM 1221.304688 1706269023.4114
MEM 1221.304688 1706269023.5116
MEM 1221.304688 1706269023.6122
MEM 1221.417969 1706269023.7140
MEM 1221.410156 1706269023.8197
MEM 1221.410156 1706269023.9226
MEM 1221.414062 1706269024.0274
MEM 1221.539062 1706269024.1345
MEM 1221.539062 1706269024.2369
MEM 1221.539062 1706269024.3392
MEM 1221.539062 1706269024.4399
MEM 1221.945312 1706269024.5439
MEM 1221.914062 1706269024.6455
MEM 1221.914062 1706269024.7496
MEM 1221.914062 1706269024.8529
MEM 1222.179688 1706269024.9533
MEM 1222.148438 1706269025.0535
MEM 1222.148438 1706269025.1540
MEM 1222.218750 1706269025.2543
MEM 1222.523438 1706269025.3571
MEM 1222.523438 1706269025.4579
MEM 1222.523438 1706269025.5583
MEM 1222.523438 1706269025.6621
MEM 1222.523438 1706269025.7681
MEM 1222.523438 1706269025.8728
MEM 1222.750000 1706269025.9768
MEM 1222.769531 1706269026.0990
MEM 1222.738281 1706269026.2277
MEM 1222.738281 1706269026.3284
MEM 1222.738281 1706269026.4336
MEM 1222.746094 1706269026.5373
MEM 1222.816406 1706269026.6380
MEM 1222.878906 1706269026.7424
MEM 1222.847656 1706269026.8432
MEM 1222.847656 1706269026.9457
MEM 1222.722656 1706269027.0461
MEM 1222.808594 1706269027.1541
MEM 1222.777344 1706269027.2545
MEM 1222.777344 1706269027.3632
MEM 1222.777344 1706269027.4710
MEM 1222.976562 1706269027.5980
MEM 1223.097656 1706269027.6989
MEM 1222.925781 1706269027.8050
MEM 1222.925781 1706269027.9087
MEM 1222.968750 1706269028.0238
MEM 1223.179688 1706269028.1265
MEM 1223.148438 1706269028.2296
MEM 1223.148438 1706269028.3307
MEM 1223.148438 1706269028.4330
MEM 1223.148438 1706269028.5341
MEM 1223.542969 1706269028.6374
MEM 1223.871094 1706269028.7401
MEM 1223.871094 1706269028.8433
MEM 1223.871094 1706269028.9442
MEM 1223.871094 1706269029.0457
MEM 1224.234375 1706269029.1461
MEM 1224.234375 1706269029.2470
MEM 1224.347656 1706269029.3472
MEM 1224.652344 1706269029.4487
MEM 1224.652344 1706269029.5508
MEM 1224.652344 1706269029.6515
MEM 1224.921875 1706269029.7520
MEM 1224.921875 1706269029.8527
MEM 1224.929688 1706269029.9542
MEM 1225.398438 1706269030.0549
MEM 1225.398438 1706269030.1561
MEM 1225.398438 1706269030.2580
MEM 1225.437500 1706269030.3595
MEM 1225.406250 1706269030.4609
MEM 1225.406250 1706269030.5623
MEM 1225.488281 1706269030.6627
MEM 1225.437500 1706269030.7640
MEM 1225.437500 1706269030.8681
MEM 1225.589844 1706269030.9705
MEM 1225.589844 1706269031.0750
MEM 1225.589844 1706269031.1791
MEM 1225.707031 1706269031.2843
MEM 1225.707031 1706269031.3880
MEM 1226.019531 1706269031.4901
MEM 1226.019531 1706269031.5919
MEM 1226.019531 1706269031.6958
MEM 1226.273438 1706269031.8008
MEM 1226.578125 1706269031.9014
MEM 1226.578125 1706269032.0046
MEM 1226.578125 1706269032.1062
MEM 1227.082031 1706269032.2073
MEM 1227.082031 1706269032.3092
MEM 1227.484375 1706269032.4116
MEM 1227.484375 1706269032.5168
MEM 1227.484375 1706269032.6177
MEM 1227.511719 1706269032.7182
MEM 1227.511719 1706269032.8216
MEM 1227.683594 1706269032.9236
MEM 1227.683594 1706269033.0285
MEM 1227.683594 1706269033.1305
MEM 1227.714844 1706269033.2314
MEM 1227.746094 1706269033.3323
MEM 1227.746094 1706269033.4363
MEM 1227.957031 1706269033.5402
MEM 1227.937500 1706269033.6446
MEM 1227.937500 1706269033.7451
MEM 1228.273438 1706269033.8462
MEM 1228.273438 1706269033.9467
MEM 1228.593750 1706269034.0490
MEM 1228.746094 1706269034.1520
MEM 1228.746094 1706269034.2566
MEM 1228.972656 1706269034.3571
MEM 1228.941406 1706269034.4623
MEM 1229.062500 1706269034.5675
MEM 1229.273438 1706269034.6698
MEM 1229.460938 1706269034.7702
MEM 1229.468750 1706269034.8726
MEM 1229.468750 1706269034.9778
MEM 1229.468750 1706269035.0805
MEM 1229.468750 1706269035.1840
MEM 1229.468750 1706269035.2846
MEM 1229.468750 1706269035.3887
MEM 1229.601562 1706269035.4902
MEM 1229.601562 1706269035.5932
MEM 1229.886719 1706269035.6968
MEM 1229.886719 1706269035.8009
MEM 1229.886719 1706269035.9012
MEM 1230.105469 1706269036.0033
MEM 1230.105469 1706269036.1070
MEM 1230.113281 1706269036.2073
MEM 1230.339844 1706269036.3121
MEM 1230.339844 1706269036.4123
MEM 1230.347656 1706269036.5134
MEM 1230.761719 1706269036.6142
MEM 1230.761719 1706269036.7183
MEM 1230.781250 1706269036.8208
MEM 1231.066406 1706269036.9213
MEM 1231.070312 1706269037.0265
MEM 1231.238281 1706269037.1301
MEM 1231.238281 1706269037.2353
MEM 1231.238281 1706269037.3403
MEM 1231.281250 1706269037.4408
MEM 1231.281250 1706269037.5423
MEM 1231.281250 1706269037.6477
MEM 1231.378906 1706269037.7522
MEM 1231.378906 1706269037.8571
MEM 1231.378906 1706269037.9580
MEM 1231.804688 1706269038.0618
MEM 1231.804688 1706269038.1650
MEM 1231.804688 1706269038.2684
MEM 1232.195312 1706269038.3697
MEM 1232.164062 1706269038.4702
MEM 1232.164062 1706269038.5705
MEM 1232.394531 1706269038.6709
MEM 1232.394531 1706269038.7717
MEM 1232.531250 1706269038.8754
MEM 1233.007812 1706269038.9784
MEM 1233.046875 1706269039.0836
MEM 1233.460938 1706269039.1870
MEM 1233.476562 1706269039.2904
MEM 1233.511719 1706269039.3935
MEM 1233.480469 1706269039.4959
MEM 1233.480469 1706269039.6011
MEM 1233.480469 1706269039.7026
MEM 1233.480469 1706269039.8036
MEM 1233.589844 1706269039.9069
MEM 1233.652344 1706269040.0095
MEM 1233.652344 1706269040.1105
MEM 1233.726562 1706269040.2129
MEM 1233.726562 1706269040.3180
MEM 1233.746094 1706269040.4184
MEM 1234.136719 1706269040.5206
MEM 1234.136719 1706269040.6238
MEM 1234.480469 1706269040.7252
MEM 1234.480469 1706269040.8259
MEM 1234.480469 1706269040.9281
MEM 1234.980469 1706269041.0334
MEM 1234.980469 1706269041.1341
MEM 1234.988281 1706269041.2366
MEM 1235.242188 1706269041.3404
MEM 1235.351562 1706269041.4417
MEM 1235.441406 1706269041.5443
MEM 1235.441406 1706269041.6449
MEM 1235.441406 1706269041.7473
MEM 1235.562500 1706269041.8506
MEM 1235.562500 1706269041.9540
MEM 1235.593750 1706269042.0554
MEM 1235.679688 1706269042.1589
MEM 1235.679688 1706269042.2641
MEM 1235.765625 1706269042.3685
MEM 1235.734375 1706269042.4694
MEM 1235.734375 1706269042.5700
MEM 1236.167969 1706269042.6721
MEM 1236.167969 1706269042.7725
MEM 1236.273438 1706269042.8732
MEM 1236.550781 1706269042.9781
MEM 1236.550781 1706269043.0793
MEM 1236.550781 1706269043.1846
MEM 1236.945312 1706269043.2898
MEM 1236.945312 1706269043.3910
MEM 1236.945312 1706269043.4922
MEM 1237.324219 1706269043.5961
MEM 1237.328125 1706269043.6987
