CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/ga/cart_run_ga.py
MEM 267.210938 1706234892.9108
MEM 267.210938 1706234893.0110
MEM 267.210938 1706234893.1127
MEM 267.210938 1706234893.2179
MEM 267.210938 1706234893.3227
MEM 267.210938 1706234893.4329
MEM 267.210938 1706234893.5431
MEM 267.210938 1706234893.6533
MEM 267.210938 1706234893.7577
MEM 267.210938 1706234893.8672
MEM 267.210938 1706234893.9713
MEM 267.210938 1706234894.0815
MEM 267.210938 1706234894.1854
MEM 267.210938 1706234894.2932
MEM 267.210938 1706234894.4033
MEM 267.210938 1706234894.5078
MEM 267.210938 1706234894.6123
MEM 267.210938 1706234894.7225
MEM 267.210938 1706234894.8327
MEM 267.210938 1706234894.9429
MEM 267.210938 1706234895.0432
MEM 267.210938 1706234895.1515
MEM 267.210938 1706234895.2578
MEM 267.210938 1706234895.3680
MEM 267.210938 1706234895.4727
MEM 267.210938 1706234895.5818
MEM 267.210938 1706234895.6902
MEM 267.210938 1706234895.7932
MEM 267.210938 1706234895.9010
MEM 267.210938 1706234896.0028
MEM 267.210938 1706234896.1106
MEM 267.210938 1706234896.2208
MEM 267.210938 1706234896.3232
MEM 267.210938 1706234896.4334
MEM 267.210938 1706234896.5433
MEM 267.210938 1706234896.6497
MEM 267.210938 1706234896.7599
MEM 267.210938 1706234896.8701
MEM 267.210938 1706234896.9713
MEM 267.210938 1706234897.0815
MEM 267.210938 1706234897.1888
MEM 267.210938 1706234897.2932
MEM 267.210938 1706234897.4032
MEM 267.210938 1706234897.5134
MEM 267.210938 1706234897.6173
MEM 267.210938 1706234897.7239
MEM 267.210938 1706234897.8334
MEM 267.210938 1706234897.9363
MEM 267.210938 1706234898.0368
MEM 267.210938 1706234898.1469
MEM 267.210938 1706234898.2526
MEM 267.210938 1706234898.3628
MEM 267.210938 1706234898.4713
MEM 267.210938 1706234898.5815
MEM 267.210938 1706234898.6917
MEM 267.214844 1706234898.7933
MEM 267.214844 1706234898.8976
MEM 267.214844 1706234899.0078
MEM 267.214844 1706234899.1086
MEM 267.214844 1706234899.2119
MEM 267.214844 1706234899.3179
MEM 267.214844 1706234899.4281
MEM 267.214844 1706234899.5295
MEM 267.214844 1706234899.6322
MEM 267.214844 1706234899.7379
MEM 267.214844 1706234899.8481
MEM 267.214844 1706234899.9579
MEM 267.214844 1706234900.0670
MEM 267.214844 1706234900.1693
MEM 267.214844 1706234900.2774
MEM 267.214844 1706234900.3813
MEM 267.214844 1706234900.4915
MEM 267.214844 1706234900.5933
MEM 267.214844 1706234900.7027
MEM 267.214844 1706234900.8129
MEM 267.214844 1706234900.9231
MEM 267.214844 1706234901.0333
MEM 267.214844 1706234901.1435
MEM 267.214844 1706234901.2456
MEM 267.214844 1706234901.3514
MEM 267.214844 1706234901.4580
MEM 267.214844 1706234901.5582
MEM 267.214844 1706234901.6684
MEM 267.214844 1706234901.7722
MEM 267.214844 1706234901.8824
MEM 267.214844 1706234901.9914
MEM 267.214844 1706234902.0934
MEM 267.214844 1706234902.2004
MEM 267.214844 1706234902.3080
MEM 267.214844 1706234902.4134
MEM 267.214844 1706234902.5235
MEM 267.214844 1706234902.6337
MEM 267.218750 1706234902.7387
MEM 267.218750 1706234902.8390
MEM 267.218750 1706234902.9435
MEM 267.218750 1706234903.0457
MEM 267.218750 1706234903.1504
MEM 267.218750 1706234903.2583
MEM 267.218750 1706234903.3685
MEM 267.218750 1706234903.4728
MEM 267.218750 1706234903.5817
MEM 267.218750 1706234903.6918
MEM 267.218750 1706234903.7933
MEM 267.218750 1706234903.9035
MEM 267.218750 1706234904.0077
MEM 267.218750 1706234904.1087
MEM 267.218750 1706234904.2155
MEM 267.218750 1706234904.3208
MEM 267.218750 1706234904.4310
MEM 267.218750 1706234904.5329
MEM 267.218750 1706234904.6382
MEM 267.218750 1706234904.7434
MEM 267.218750 1706234904.8484
MEM 267.218750 1706234904.9580
MEM 267.218750 1706234905.0682
MEM 267.218750 1706234905.1730
MEM 267.218750 1706234905.2804
MEM 267.218750 1706234905.3833
MEM 267.218750 1706234905.4934
MEM 267.218750 1706234905.5997
MEM 267.218750 1706234905.7080
MEM 267.218750 1706234905.8123
MEM 267.218750 1706234905.9225
MEM 267.218750 1706234906.0255
MEM 267.218750 1706234906.1356
MEM 267.218750 1706234906.2405
MEM 267.218750 1706234906.3439
MEM 267.218750 1706234906.4499
MEM 267.218750 1706234906.5580
MEM 267.218750 1706234906.6599
MEM 267.218750 1706234906.7694
MEM 267.218750 1706234906.8701
MEM 267.218750 1706234906.9732
MEM 267.222656 1706234907.0835
MEM 267.222656 1706234907.1937
MEM 267.222656 1706234907.3003
MEM 267.222656 1706234907.4017
MEM 267.222656 1706234907.5091
MEM 267.222656 1706234907.6193
MEM 267.222656 1706234907.7206
MEM 267.222656 1706234907.8213
MEM 267.222656 1706234907.9249
MEM 267.222656 1706234908.0311
MEM 267.222656 1706234908.1381
MEM 267.222656 1706234908.2469
MEM 267.222656 1706234908.3570
MEM 267.222656 1706234908.4581
MEM 267.222656 1706234908.5659
MEM 267.222656 1706234908.6730
MEM 267.222656 1706234908.7806
MEM 267.222656 1706234908.8908
MEM 267.222656 1706234908.9935
MEM 267.222656 1706234909.0981
MEM 267.222656 1706234909.2092
MEM 267.222656 1706234909.3194
MEM 267.222656 1706234909.4264
MEM 267.222656 1706234909.5366
MEM 267.222656 1706234909.6405
MEM 267.222656 1706234909.7456
MEM 267.222656 1706234909.8487
MEM 267.222656 1706234909.9589
MEM 267.222656 1706234910.0675
MEM 267.222656 1706234910.1728
MEM 267.222656 1706234910.2741
MEM 267.222656 1706234910.3806
MEM 267.222656 1706234910.4908
MEM 267.222656 1706234910.5935
MEM 267.222656 1706234910.6962
MEM 267.222656 1706234910.8064
MEM 267.222656 1706234910.9082
MEM 267.222656 1706234911.0154
MEM 267.222656 1706234911.1231
MEM 267.222656 1706234911.2333
MEM 267.222656 1706234911.3344
MEM 267.222656 1706234911.4435
MEM 267.222656 1706234911.5505
MEM 267.222656 1706234911.6582
MEM 267.222656 1706234911.7657
MEM 267.222656 1706234911.8718
MEM 267.222656 1706234911.9820
MEM 267.222656 1706234912.0856
MEM 267.222656 1706234912.1935
MEM 267.222656 1706234912.3037
MEM 267.222656 1706234912.4082
MEM 267.222656 1706234912.5152
MEM 267.222656 1706234912.6156
MEM 267.222656 1706234912.7244
MEM 267.222656 1706234912.8347
MEM 267.222656 1706234912.9435
MEM 267.222656 1706234913.0453
MEM 267.222656 1706234913.1555
MEM 267.222656 1706234913.2582
MEM 267.222656 1706234913.3620
MEM 267.222656 1706234913.4685
MEM 267.222656 1706234913.5732
MEM 267.222656 1706234913.6834
MEM 267.222656 1706234913.7937
MEM 267.222656 1706234913.8999
MEM 267.222656 1706234914.0038
MEM 267.222656 1706234914.1089
MEM 267.222656 1706234914.2101
MEM 267.222656 1706234914.3203
MEM 267.222656 1706234914.4305
MEM 267.222656 1706234914.5322
MEM 267.222656 1706234914.6401
MEM 267.222656 1706234914.7433
MEM 267.222656 1706234914.8535
MEM 267.222656 1706234914.9582
MEM 267.222656 1706234915.0684
MEM 267.222656 1706234915.1730
MEM 267.222656 1706234915.2827
MEM 267.222656 1706234915.3833
MEM 267.222656 1706234915.4922
MEM 267.222656 1706234915.5936
MEM 267.222656 1706234915.7038
MEM 267.222656 1706234915.8082
MEM 267.222656 1706234915.9119
MEM 267.222656 1706234916.0166
MEM 267.222656 1706234916.1218
MEM 267.222656 1706234916.2320
MEM 267.222656 1706234916.3324
MEM 267.222656 1706234916.4336
MEM 267.222656 1706234916.5436
MEM 267.222656 1706234916.6483
MEM 267.222656 1706234916.7583
MEM 267.222656 1706234916.8597
MEM 267.222656 1706234916.9609
MEM 267.222656 1706234917.0629
MEM 267.222656 1706234917.1732
MEM 267.222656 1706234917.2735
MEM 267.222656 1706234917.3837
MEM 267.222656 1706234917.4939
MEM 267.222656 1706234917.5999
MEM 267.222656 1706234917.7101
MEM 267.222656 1706234917.8159
MEM 267.222656 1706234917.9183
MEM 267.222656 1706234918.0227
MEM 267.222656 1706234918.1287
MEM 267.222656 1706234918.2390
MEM 267.222656 1706234918.3437
MEM 267.222656 1706234918.4487
MEM 267.222656 1706234918.5583
MEM 267.222656 1706234918.6657
MEM 267.222656 1706234918.7759
MEM 267.222656 1706234918.8799
MEM 267.222656 1706234918.9850
MEM 267.222656 1706234919.0952
MEM 267.222656 1706234919.1975
MEM 267.222656 1706234919.2985
MEM 267.222656 1706234919.4083
MEM 267.222656 1706234919.5185
MEM 267.222656 1706234919.6246
MEM 267.222656 1706234919.7268
MEM 267.222656 1706234919.8340
MEM 267.222656 1706234919.9437
MEM 267.222656 1706234920.0539
MEM 267.222656 1706234920.1583
MEM 267.222656 1706234920.2685
MEM 267.222656 1706234920.3737
MEM 267.222656 1706234920.4792
MEM 267.222656 1706234920.5875
MEM 267.222656 1706234920.6976
MEM 267.222656 1706234920.8078
MEM 267.222656 1706234920.9083
MEM 267.222656 1706234921.0185
MEM 267.222656 1706234921.1198
MEM 267.222656 1706234921.2250
MEM 267.222656 1706234921.3346
MEM 267.222656 1706234921.4448
MEM 267.222656 1706234921.5550
MEM 267.222656 1706234921.6584
MEM 267.222656 1706234921.7609
MEM 267.222656 1706234921.8639
MEM 267.222656 1706234921.9718
MEM 267.222656 1706234922.0729
MEM 267.222656 1706234922.1773
MEM 267.222656 1706234922.2861
MEM 267.222656 1706234922.3963
MEM 267.222656 1706234922.5065
MEM 267.222656 1706234922.6084
MEM 267.222656 1706234922.7136
MEM 267.222656 1706234922.8238
MEM 267.222656 1706234922.9326
MEM 267.222656 1706234923.0366
MEM 267.222656 1706234923.1439
MEM 267.222656 1706234923.2494
MEM 267.222656 1706234923.3505
MEM 267.222656 1706234923.4553
MEM 267.222656 1706234923.5607
MEM 267.222656 1706234923.6710
MEM 267.222656 1706234923.7733
MEM 267.222656 1706234923.8836
MEM 267.222656 1706234923.9937
MEM 267.222656 1706234924.1039
MEM 267.222656 1706234924.2106
MEM 267.222656 1706234924.3208
MEM 267.222656 1706234924.4285
MEM 267.222656 1706234924.5387
MEM 267.222656 1706234924.6398
MEM 267.222656 1706234924.7445
MEM 267.222656 1706234924.8472
MEM 267.222656 1706234924.9553
MEM 267.222656 1706234925.0584
MEM 267.222656 1706234925.1686
MEM 267.222656 1706234925.2733
MEM 267.222656 1706234925.3830
MEM 267.222656 1706234925.4923
MEM 267.222656 1706234925.5995
MEM 267.222656 1706234925.7087
MEM 267.222656 1706234925.8189
MEM 267.222656 1706234925.9235
MEM 267.222656 1706234926.0337
MEM 267.222656 1706234926.1396
MEM 267.222656 1706234926.2438
MEM 267.222656 1706234926.3442
MEM 267.222656 1706234926.4522
MEM 267.222656 1706234926.5585
MEM 267.222656 1706234926.6632
MEM 267.222656 1706234926.7709
MEM 267.222656 1706234926.8724
MEM 267.222656 1706234926.9805
MEM 267.222656 1706234927.0808
MEM 267.222656 1706234927.1910
MEM 267.222656 1706234927.2929
MEM 267.222656 1706234927.3939
MEM 267.222656 1706234927.5010
MEM 267.222656 1706234927.6112
MEM 267.222656 1706234927.7114
MEM 267.222656 1706234927.8216
MEM 267.222656 1706234927.9303
MEM 267.222656 1706234928.0338
MEM 267.222656 1706234928.1401
MEM 267.222656 1706234928.2473
MEM 267.222656 1706234928.3506
MEM 267.222656 1706234928.4585
MEM 267.222656 1706234928.5610
MEM 267.222656 1706234928.6685
MEM 267.222656 1706234928.7735
MEM 267.222656 1706234928.8837
MEM 267.222656 1706234928.9939
MEM 267.222656 1706234929.1034
MEM 267.222656 1706234929.2129
MEM 267.222656 1706234929.3142
MEM 267.222656 1706234929.4154
MEM 267.222656 1706234929.5185
MEM 267.222656 1706234929.6207
MEM 267.222656 1706234929.7309
MEM 267.222656 1706234929.8340
MEM 267.222656 1706234929.9439
MEM 267.222656 1706234930.0441
MEM 267.222656 1706234930.1543
MEM 267.222656 1706234930.2586
MEM 267.222656 1706234930.3633
MEM 267.222656 1706234930.4735
MEM 267.222656 1706234930.5837
MEM 267.222656 1706234930.6939
MEM 267.222656 1706234930.7948
MEM 267.222656 1706234930.9047
MEM 267.222656 1706234931.0085
MEM 267.222656 1706234931.1155
MEM 267.222656 1706234931.2234
MEM 267.222656 1706234931.3336
MEM 267.222656 1706234931.4438
MEM 267.222656 1706234931.5440
MEM 267.222656 1706234931.6465
MEM 267.222656 1706234931.7567
MEM 267.222656 1706234931.8626
MEM 267.222656 1706234931.9721
MEM 267.222656 1706234932.0733
MEM 267.222656 1706234932.1779
MEM 267.222656 1706234932.2882
MEM 267.222656 1706234932.3939
MEM 267.222656 1706234932.5041
MEM 267.222656 1706234932.6086
MEM 267.222656 1706234932.7176
MEM 267.222656 1706234932.8229
MEM 267.222656 1706234932.9331
MEM 267.222656 1706234933.0391
MEM 267.222656 1706234933.1469
MEM 267.222656 1706234933.2570
MEM 267.222656 1706234933.3586
MEM 267.222656 1706234933.4688
MEM 267.222656 1706234933.5790
MEM 267.222656 1706234933.6845
MEM 267.222656 1706234933.7939
MEM 267.222656 1706234933.9041
MEM 267.222656 1706234934.0086
MEM 267.222656 1706234934.1093
MEM 267.222656 1706234934.2179
MEM 267.222656 1706234934.3200
MEM 267.222656 1706234934.4239
MEM 267.222656 1706234934.5341
MEM 267.222656 1706234934.6440
MEM 267.222656 1706234934.7493
MEM 267.222656 1706234934.8595
MEM 267.222656 1706234934.9648
MEM 267.222656 1706234935.0662
MEM 267.222656 1706234935.1764
MEM 267.222656 1706234935.2831
MEM 267.222656 1706234935.3934
MEM 267.222656 1706234935.5035
MEM 267.222656 1706234935.6109
MEM 267.222656 1706234935.7211
MEM 267.222656 1706234935.8241
MEM 267.222656 1706234935.9323
MEM 267.222656 1706234936.0425
MEM 267.222656 1706234936.1440
MEM 267.222656 1706234936.2522
MEM 267.222656 1706234936.3624
MEM 267.222656 1706234936.4644
MEM 267.222656 1706234936.5726
MEM 267.222656 1706234936.6730
MEM 267.222656 1706234936.7832
MEM 267.222656 1706234936.8919
MEM 267.222656 1706234937.0008
MEM 267.222656 1706234937.1110
MEM 267.222656 1706234937.2122
MEM 267.222656 1706234937.3225
MEM 267.222656 1706234937.4244
MEM 267.222656 1706234937.5346
MEM 267.222656 1706234937.6440
MEM 267.222656 1706234937.7493
MEM 267.222656 1706234937.8516
MEM 267.222656 1706234937.9587
MEM 267.222656 1706234938.0682
MEM 267.222656 1706234938.1784
MEM 267.222656 1706234938.2886
MEM 267.222656 1706234938.3940
MEM 267.222656 1706234938.5042
MEM 267.222656 1706234938.6066
MEM 267.222656 1706234938.7168
MEM 267.222656 1706234938.8241
MEM 267.222656 1706234938.9249
MEM 267.222656 1706234939.0334
MEM 267.222656 1706234939.1376
MEM 267.222656 1706234939.2441
MEM 267.222656 1706234939.3471
MEM 267.222656 1706234939.4526
MEM 267.222656 1706234939.5528
MEM 267.222656 1706234939.6587
MEM 267.222656 1706234939.7686
MEM 267.222656 1706234939.8723
MEM 267.222656 1706234939.9789
MEM 267.222656 1706234940.0891
MEM 267.222656 1706234940.1941
MEM 267.222656 1706234940.3043
MEM 267.222656 1706234940.4113
MEM 267.222656 1706234940.5139
MEM 267.222656 1706234940.6224
MEM 267.222656 1706234940.7326
MEM 267.222656 1706234940.8428
MEM 267.222656 1706234940.9436
MEM 267.222656 1706234941.0538
MEM 267.222656 1706234941.1640
MEM 267.222656 1706234941.2732
MEM 267.222656 1706234941.3834
MEM 267.222656 1706234941.4936
MEM 267.222656 1706234941.6003
MEM 267.222656 1706234941.7105
MEM 267.222656 1706234941.8207
MEM 267.222656 1706234941.9309
MEM 267.222656 1706234942.0345
MEM 267.222656 1706234942.1441
MEM 267.222656 1706234942.2518
MEM 267.222656 1706234942.3560
MEM 267.222656 1706234942.4588
MEM 267.222656 1706234942.5690
MEM 267.222656 1706234942.6732
MEM 267.222656 1706234942.7834
MEM 267.222656 1706234942.8920
MEM 267.222656 1706234942.9942
MEM 267.222656 1706234943.0979
MEM 267.222656 1706234943.2054
MEM 267.222656 1706234943.3088
MEM 267.222656 1706234943.4157
MEM 267.222656 1706234943.5259
MEM 267.222656 1706234943.6361
MEM 267.222656 1706234943.7441
MEM 267.222656 1706234943.8539
MEM 267.222656 1706234943.9641
MEM 267.222656 1706234944.0740
MEM 267.222656 1706234944.1812
MEM 267.222656 1706234944.2842
MEM 267.222656 1706234944.3941
MEM 267.222656 1706234944.5043
MEM 267.222656 1706234944.6088
MEM 267.222656 1706234944.7190
MEM 267.222656 1706234944.8242
MEM 267.222656 1706234944.9306
MEM 267.222656 1706234945.0392
MEM 267.222656 1706234945.1401
MEM 267.222656 1706234945.2489
MEM 267.222656 1706234945.3589
MEM 267.222656 1706234945.4691
MEM 267.222656 1706234945.5741
MEM 267.222656 1706234945.6843
MEM 267.222656 1706234945.7924
MEM 267.222656 1706234945.9027
MEM 267.222656 1706234946.0128
MEM 267.222656 1706234946.1230
MEM 267.222656 1706234946.2245
MEM 267.222656 1706234946.3305
MEM 267.222656 1706234946.4407
MEM 267.222656 1706234946.5442
MEM 267.222656 1706234946.6544
MEM 267.222656 1706234946.7589
MEM 267.222656 1706234946.8658
MEM 267.222656 1706234946.9742
MEM 267.222656 1706234947.0844
MEM 267.222656 1706234947.1942
MEM 267.222656 1706234947.3012
MEM 267.222656 1706234947.4089
MEM 267.222656 1706234947.5130
MEM 267.222656 1706234947.6192
MEM 267.222656 1706234947.7294
MEM 267.222656 1706234947.8344
MEM 267.222656 1706234947.9442
MEM 267.222656 1706234948.0451
MEM 267.222656 1706234948.1553
MEM 267.222656 1706234948.2589
MEM 267.222656 1706234948.3691
MEM 267.222656 1706234948.4737
MEM 267.222656 1706234948.5805
MEM 267.222656 1706234948.6907
MEM 267.222656 1706234948.7941
MEM 267.222656 1706234948.8955
MEM 267.222656 1706234949.0057
MEM 267.222656 1706234949.1074
MEM 267.222656 1706234949.2135
MEM 267.222656 1706234949.3137
MEM 267.222656 1706234949.4224
MEM 267.222656 1706234949.5327
MEM 267.222656 1706234949.6343
MEM 267.222656 1706234949.7443
MEM 267.222656 1706234949.8545
MEM 267.222656 1706234949.9618
MEM 267.222656 1706234950.0664
MEM 267.222656 1706234950.1711
MEM 267.222656 1706234950.2739
MEM 267.222656 1706234950.3840
MEM 267.222656 1706234950.4942
MEM 267.222656 1706234950.6031
MEM 267.222656 1706234950.7090
MEM 267.222656 1706234950.8192
MEM 267.222656 1706234950.9294
MEM 267.222656 1706234951.0390
MEM 267.222656 1706234951.1443
MEM 267.222656 1706234951.2535
MEM 267.222656 1706234951.3630
MEM 267.222656 1706234951.4659
MEM 267.222656 1706234951.5729
MEM 267.222656 1706234951.6740
MEM 267.222656 1706234951.7778
MEM 267.222656 1706234951.8825
MEM 267.222656 1706234951.9927
MEM 267.222656 1706234952.0946
MEM 267.222656 1706234952.1990
MEM 267.222656 1706234952.3012
MEM 267.222656 1706234952.4069
MEM 267.222656 1706234952.5113
MEM 267.222656 1706234952.6173
MEM 267.222656 1706234952.7206
MEM 267.222656 1706234952.8241
MEM 267.222656 1706234952.9311
MEM 267.222656 1706234953.0413
MEM 267.222656 1706234953.1443
MEM 267.222656 1706234953.2545
MEM 267.222656 1706234953.3590
MEM 267.222656 1706234953.4653
MEM 267.222656 1706234953.5737
MEM 267.222656 1706234953.6839
MEM 267.222656 1706234953.7884
MEM 267.222656 1706234953.8986
MEM 267.222656 1706234954.0043
MEM 267.222656 1706234954.1111
MEM 267.222656 1706234954.2125
MEM 267.222656 1706234954.3153
MEM 267.222656 1706234954.4255
MEM 267.222656 1706234954.5357
MEM 267.222656 1706234954.6444
MEM 267.222656 1706234954.7546
MEM 267.222656 1706234954.8590
MEM 267.222656 1706234954.9692
MEM 267.222656 1706234955.0794
MEM 267.222656 1706234955.1896
MEM 267.222656 1706234955.2944
MEM 267.222656 1706234955.3947
MEM 267.222656 1706234955.5026
MEM 267.222656 1706234955.6036
MEM 267.222656 1706234955.7131
MEM 267.222656 1706234955.8195
MEM 267.222656 1706234955.9297
MEM 267.222656 1706234956.0399
MEM 267.222656 1706234956.1444
MEM 267.222656 1706234956.2478
MEM 267.222656 1706234956.3581
MEM 267.222656 1706234956.4616
MEM 267.222656 1706234956.5637
MEM 267.222656 1706234956.6740
MEM 267.222656 1706234956.7772
MEM 267.222656 1706234956.8836
MEM 267.222656 1706234956.9839
MEM 267.222656 1706234957.0901
MEM 267.222656 1706234957.1944
MEM 267.222656 1706234957.3046
MEM 267.222656 1706234957.4067
MEM 267.222656 1706234957.5169
MEM 267.222656 1706234957.6208
MEM 267.222656 1706234957.7213
MEM 267.222656 1706234957.8286
MEM 267.222656 1706234957.9388
MEM 267.222656 1706234958.0467
MEM 267.222656 1706234958.1569
MEM 267.222656 1706234958.2633
MEM 267.222656 1706234958.3735
MEM 267.222656 1706234958.4804
MEM 267.222656 1706234958.5870
MEM 267.222656 1706234958.6944
MEM 267.222656 1706234958.7970
MEM 267.222656 1706234958.9053
MEM 267.222656 1706234959.0151
MEM 267.222656 1706234959.1253
MEM 267.222656 1706234959.2355
MEM 267.222656 1706234959.3445
MEM 267.222656 1706234959.4534
MEM 267.222656 1706234959.5591
MEM 267.222656 1706234959.6622
MEM 267.222656 1706234959.7645
MEM 267.222656 1706234959.8728
MEM 267.222656 1706234959.9792
MEM 267.222656 1706234960.0894
MEM 267.222656 1706234960.1996
MEM 267.222656 1706234960.3054
MEM 267.222656 1706234960.4156
MEM 267.222656 1706234960.5176
MEM 267.222656 1706234960.6219
MEM 267.222656 1706234960.7321
MEM 267.222656 1706234960.8410
MEM 267.222656 1706234960.9512
MEM 267.222656 1706234961.0581
MEM 267.222656 1706234961.1683
MEM 267.222656 1706234961.2738
MEM 267.222656 1706234961.3743
MEM 267.222656 1706234961.4745
MEM 267.222656 1706234961.5797
MEM 267.222656 1706234961.6899
MEM 267.222656 1706234961.7946
MEM 267.222656 1706234961.9036
MEM 267.222656 1706234962.0045
MEM 267.222656 1706234962.1128
MEM 267.222656 1706234962.2187
MEM 267.222656 1706234962.3246
MEM 267.222656 1706234962.4269
MEM 267.222656 1706234962.5332
MEM 267.222656 1706234962.6434
MEM 267.222656 1706234962.7535
MEM 267.222656 1706234962.8538
MEM 267.222656 1706234962.9639
MEM 267.222656 1706234963.0651
MEM 267.222656 1706234963.1742
MEM 267.222656 1706234963.2844
MEM 267.222656 1706234963.3945
MEM 267.222656 1706234963.5005
MEM 267.222656 1706234963.6083
MEM 267.222656 1706234963.7185
MEM 267.222656 1706234963.8247
MEM 267.222656 1706234963.9334
MEM 267.222656 1706234964.0379
MEM 267.222656 1706234964.1446
MEM 267.222656 1706234964.2480
MEM 267.222656 1706234964.3582
MEM 267.222656 1706234964.4684
MEM 267.222656 1706234964.5746
MEM 267.222656 1706234964.6846
MEM 267.222656 1706234964.7948
MEM 267.222656 1706234964.9050
MEM 267.222656 1706234965.0152
MEM 267.222656 1706234965.1176
MEM 267.222656 1706234965.2278
MEM 267.222656 1706234965.3341
MEM 267.222656 1706234965.4443
MEM 267.222656 1706234965.5448
MEM 267.222656 1706234965.6527
MEM 267.222656 1706234965.7570
MEM 267.222656 1706234965.8582
MEM 267.222656 1706234965.9684
MEM 267.222656 1706234966.0709
MEM 267.222656 1706234966.1800
MEM 267.222656 1706234966.2888
MEM 267.222656 1706234966.3946
MEM 267.222656 1706234966.5048
MEM 267.222656 1706234966.6126
MEM 267.222656 1706234966.7229
MEM 267.222656 1706234966.8232
MEM 267.222656 1706234966.9332
MEM 267.222656 1706234967.0415
MEM 267.222656 1706234967.1472
MEM 267.222656 1706234967.2525
MEM 267.222656 1706234967.3582
MEM 267.222656 1706234967.4684
MEM 267.222656 1706234967.5730
MEM 267.222656 1706234967.6741
MEM 267.222656 1706234967.7843
MEM 267.222656 1706234967.8929
MEM 267.222656 1706234967.9946
MEM 267.222656 1706234968.1041
MEM 267.222656 1706234968.2082
MEM 267.222656 1706234968.3184
MEM 267.222656 1706234968.4286
MEM 267.222656 1706234968.5305
MEM 267.222656 1706234968.6348
MEM 267.222656 1706234968.7446
MEM 267.222656 1706234968.8548
MEM 267.222656 1706234968.9570
MEM 267.222656 1706234969.0649
MEM 267.222656 1706234969.1658
MEM 267.222656 1706234969.2740
MEM 267.222656 1706234969.3777
MEM 267.222656 1706234969.4795
MEM 267.222656 1706234969.5845
MEM 267.222656 1706234969.6947
MEM 267.222656 1706234969.7978
MEM 267.222656 1706234969.9080
MEM 267.222656 1706234970.0083
MEM 267.222656 1706234970.1177
MEM 267.222656 1706234970.2231
MEM 267.222656 1706234970.3318
MEM 267.222656 1706234970.4323
MEM 267.222656 1706234970.5344
MEM 267.222656 1706234970.6364
MEM 267.222656 1706234970.7447
MEM 267.222656 1706234970.8549
MEM 267.222656 1706234970.9556
MEM 267.222656 1706234971.0658
MEM 267.222656 1706234971.1747
MEM 267.222656 1706234971.2801
MEM 267.222656 1706234971.3862
MEM 267.222656 1706234971.4947
MEM 267.222656 1706234971.6010
MEM 267.222656 1706234971.7083
MEM 267.222656 1706234971.8178
MEM 267.222656 1706234971.9227
MEM 267.222656 1706234972.0310
MEM 267.222656 1706234972.1325
MEM 267.222656 1706234972.2360
MEM 267.222656 1706234972.3448
MEM 267.222656 1706234972.4531
MEM 267.222656 1706234972.5583
MEM 267.222656 1706234972.6616
MEM 267.222656 1706234972.7692
MEM 267.222656 1706234972.8795
MEM 267.222656 1706234972.9863
MEM 267.222656 1706234973.0947
MEM 267.222656 1706234973.2049
MEM 267.222656 1706234973.3083
MEM 267.222656 1706234973.4136
MEM 267.222656 1706234973.5238
MEM 267.222656 1706234973.6241
MEM 267.222656 1706234973.7254
MEM 267.222656 1706234973.8291
MEM 267.222656 1706234973.9393
MEM 267.222656 1706234974.0495
MEM 267.222656 1706234974.1542
MEM 267.222656 1706234974.2626
MEM 267.222656 1706234974.3689
MEM 267.222656 1706234974.4740
MEM 267.222656 1706234974.5744
MEM 267.222656 1706234974.6846
MEM 267.222656 1706234974.7948
MEM 267.222656 1706234974.9045
MEM 267.222656 1706234975.0147
MEM 267.222656 1706234975.1200
MEM 267.222656 1706234975.2302
MEM 267.222656 1706234975.3404
MEM 267.222656 1706234975.4468
MEM 267.222656 1706234975.5543
MEM 267.222656 1706234975.6550
MEM 267.222656 1706234975.7652
MEM 267.222656 1706234975.8681
MEM 267.222656 1706234975.9728
MEM 267.222656 1706234976.0830
MEM 267.222656 1706234976.1852
MEM 267.222656 1706234976.2948
MEM 267.222656 1706234976.3993
MEM 267.222656 1706234976.5084
MEM 267.222656 1706234976.6187
MEM 267.222656 1706234976.7278
MEM 267.222656 1706234976.8306
MEM 267.222656 1706234976.9408
MEM 267.222656 1706234977.0448
MEM 267.222656 1706234977.1550
MEM 267.222656 1706234977.2584
MEM 267.222656 1706234977.3662
MEM 267.222656 1706234977.4739
MEM 267.222656 1706234977.5742
MEM 267.222656 1706234977.6845
MEM 267.222656 1706234977.7947
MEM 267.222656 1706234977.9048
MEM 267.222656 1706234978.0150
MEM 267.222656 1706234978.1253
MEM 267.222656 1706234978.2356
MEM 267.222656 1706234978.3454
MEM 267.222656 1706234978.4530
MEM 267.222656 1706234978.5584
MEM 267.222656 1706234978.6620
MEM 267.222656 1706234978.7720
MEM 267.222656 1706234978.8739
MEM 267.222656 1706234978.9764
MEM 267.222656 1706234979.0785
MEM 267.222656 1706234979.1849
MEM 267.222656 1706234979.2951
MEM 267.222656 1706234979.3964
MEM 267.222656 1706234979.5028
MEM 267.222656 1706234979.6057
MEM 267.222656 1706234979.7148
MEM 267.222656 1706234979.8250
MEM 267.222656 1706234979.9332
MEM 267.222656 1706234980.0349
MEM 267.222656 1706234980.1449
