CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/ga/cart_run_ga.py
MEM 266.871094 1706233895.4391
MEM 266.871094 1706233895.5394
MEM 266.871094 1706233895.6396
MEM 266.871094 1706233895.7397
MEM 266.871094 1706233895.8493
MEM 266.871094 1706233895.9584
MEM 266.871094 1706233896.0605
MEM 266.871094 1706233896.1707
MEM 266.871094 1706233896.2806
MEM 266.871094 1706233896.3908
MEM 266.871094 1706233896.5010
MEM 266.871094 1706233896.6112
MEM 266.871094 1706233896.7125
MEM 266.871094 1706233896.8127
MEM 266.871094 1706233896.9230
MEM 266.871094 1706233897.0306
MEM 266.871094 1706233897.1408
MEM 266.871094 1706233897.2442
MEM 266.871094 1706233897.3544
MEM 266.871094 1706233897.4600
MEM 266.871094 1706233897.5702
MEM 266.871094 1706233897.6793
MEM 266.871094 1706233897.7806
MEM 266.871094 1706233897.8898
MEM 266.871094 1706233898.0000
MEM 266.871094 1706233898.1046
MEM 266.871094 1706233898.2064
MEM 266.871094 1706233898.3166
MEM 266.871094 1706233898.4268
MEM 266.871094 1706233898.5306
MEM 266.871094 1706233898.6377
MEM 266.871094 1706233898.7442
MEM 266.871094 1706233898.8503
MEM 266.871094 1706233898.9606
MEM 266.871094 1706233899.0708
MEM 266.871094 1706233899.1804
MEM 266.871094 1706233899.2898
MEM 266.871094 1706233899.3943
MEM 266.871094 1706233899.5003
MEM 266.871094 1706233899.6105
MEM 266.871094 1706233899.7144
MEM 266.871094 1706233899.8200
MEM 266.871094 1706233899.9302
MEM 266.871094 1706233900.0307
MEM 266.871094 1706233900.1409
MEM 266.871094 1706233900.2443
MEM 266.871094 1706233900.3545
MEM 266.871094 1706233900.4598
MEM 266.871094 1706233900.5700
MEM 266.871094 1706233900.6802
MEM 266.871094 1706233900.7852
MEM 266.871094 1706233900.8943
MEM 266.871094 1706233901.0045
MEM 266.871094 1706233901.1147
MEM 266.871094 1706233901.2154
MEM 266.871094 1706233901.3256
MEM 266.871094 1706233901.4307
MEM 266.871094 1706233901.5409
MEM 266.871094 1706233901.6460
MEM 266.871094 1706233901.7562
MEM 266.871094 1706233901.8604
MEM 266.871094 1706233901.9706
MEM 266.871094 1706233902.0808
MEM 266.871094 1706233902.1910
MEM 266.871094 1706233902.2917
MEM 266.871094 1706233902.3944
MEM 266.871094 1706233902.4947
MEM 266.871094 1706233902.5988
MEM 266.871094 1706233902.7065
MEM 266.871094 1706233902.8073
MEM 266.871094 1706233902.9165
MEM 266.871094 1706233903.0238
MEM 266.871094 1706233903.1307
MEM 266.871094 1706233903.2409
MEM 266.871094 1706233903.3443
MEM 266.871094 1706233903.4545
MEM 266.871094 1706233903.5599
MEM 266.871094 1706233903.6602
MEM 266.871094 1706233903.7704
MEM 266.871094 1706233903.8786
MEM 266.871094 1706233903.9808
MEM 266.871094 1706233904.0839
MEM 266.871094 1706233904.1842
MEM 266.871094 1706233904.2943
MEM 266.871094 1706233904.3989
MEM 266.871094 1706233904.5050
MEM 266.871094 1706233904.6152
MEM 266.871094 1706233904.7254
MEM 266.871094 1706233904.8331
MEM 266.871094 1706233904.9403
MEM 266.871094 1706233905.0444
MEM 266.871094 1706233905.1546
MEM 266.871094 1706233905.2607
MEM 266.871094 1706233905.3707
MEM 266.871094 1706233905.4713
MEM 266.871094 1706233905.5816
MEM 266.871094 1706233905.6917
MEM 266.871094 1706233905.8019
MEM 266.871094 1706233905.9021
MEM 266.871094 1706233906.0107
MEM 266.871094 1706233906.1162
MEM 266.871094 1706233906.2264
MEM 266.871094 1706233906.3310
MEM 266.871094 1706233906.4400
MEM 266.871094 1706233906.5485
MEM 266.871094 1706233906.6588
MEM 266.871094 1706233906.7609
MEM 266.871094 1706233906.8624
MEM 266.871094 1706233906.9704
MEM 266.871094 1706233907.0803
MEM 266.871094 1706233907.1809
MEM 266.871094 1706233907.2900
MEM 266.871094 1706233907.3945
MEM 266.871094 1706233907.5006
MEM 266.871094 1706233907.6074
MEM 266.871094 1706233907.7176
MEM 266.871094 1706233907.8211
MEM 266.871094 1706233907.9276
MEM 266.871094 1706233908.0309
MEM 266.871094 1706233908.1411
MEM 266.871094 1706233908.2462
MEM 266.871094 1706233908.3488
MEM 266.871094 1706233908.4511
MEM 266.871094 1706233908.5532
MEM 266.871094 1706233908.6601
MEM 266.871094 1706233908.7670
MEM 266.871094 1706233908.8772
MEM 266.871094 1706233908.9874
MEM 266.871094 1706233909.0973
MEM 266.871094 1706233909.2057
MEM 266.871094 1706233909.3146
MEM 266.871094 1706233909.4167
MEM 266.871094 1706233909.5269
MEM 266.871094 1706233909.6309
MEM 266.871094 1706233909.7346
MEM 266.871094 1706233909.8448
MEM 266.871094 1706233909.9550
MEM 266.871094 1706233910.0553
MEM 266.871094 1706233910.1602
MEM 266.871094 1706233910.2704
MEM 266.871094 1706233910.3761
MEM 266.871094 1706233910.4863
MEM 266.871094 1706233910.5875
MEM 266.871094 1706233910.6977
MEM 266.871094 1706233910.7979
MEM 266.871094 1706233910.9081
MEM 266.871094 1706233911.0120
MEM 266.871094 1706233911.1193
MEM 266.871094 1706233911.2217
MEM 266.871094 1706233911.3319
MEM 266.871094 1706233911.4393
MEM 266.871094 1706233911.5446
MEM 266.871094 1706233911.6457
MEM 266.871094 1706233911.7508
MEM 266.871094 1706233911.8593
MEM 266.871094 1706233911.9695
MEM 266.871094 1706233912.0700
MEM 266.871094 1706233912.1802
MEM 266.871094 1706233912.2845
MEM 266.871094 1706233912.3946
MEM 266.871094 1706233912.4972
MEM 266.871094 1706233912.6072
MEM 266.871094 1706233912.7174
MEM 266.871094 1706233912.8194
MEM 266.871094 1706233912.9197
MEM 266.871094 1706233913.0298
MEM 266.871094 1706233913.1310
MEM 266.871094 1706233913.2412
MEM 266.871094 1706233913.3446
MEM 266.871094 1706233913.4533
MEM 266.871094 1706233913.5535
MEM 266.871094 1706233913.6610
MEM 266.871094 1706233913.7692
MEM 266.871094 1706233913.8794
MEM 266.871094 1706233913.9811
MEM 266.871094 1706233914.0827
MEM 266.871094 1706233914.1929
MEM 266.871094 1706233914.2947
MEM 266.871094 1706233914.4041
MEM 266.871094 1706233914.5102
MEM 266.871094 1706233914.6165
MEM 266.871094 1706233914.7239
MEM 266.871094 1706233914.8275
MEM 266.871094 1706233914.9309
MEM 266.871094 1706233915.0411
MEM 266.871094 1706233915.1514
MEM 266.871094 1706233915.2602
MEM 266.871094 1706233915.3661
MEM 266.871094 1706233915.4669
MEM 266.871094 1706233915.5769
MEM 266.871094 1706233915.6871
MEM 266.871094 1706233915.7947
MEM 266.871094 1706233915.8984
MEM 266.871094 1706233916.0021
MEM 266.871094 1706233916.1122
MEM 266.871094 1706233916.2224
MEM 266.871094 1706233916.3312
MEM 266.871094 1706233916.4394
MEM 266.871094 1706233916.5448
MEM 266.871094 1706233916.6506
MEM 266.871094 1706233916.7607
MEM 266.871094 1706233916.8610
MEM 266.871094 1706233916.9712
MEM 266.871094 1706233917.0780
MEM 266.871094 1706233917.1812
MEM 266.871094 1706233917.2861
MEM 266.871094 1706233917.3912
MEM 266.871094 1706233917.4948
MEM 266.871094 1706233917.6017
MEM 266.871094 1706233917.7071
MEM 266.871094 1706233917.8111
MEM 266.871094 1706233917.9213
MEM 266.871094 1706233918.0313
MEM 266.871094 1706233918.1343
MEM 266.871094 1706233918.2445
MEM 266.871094 1706233918.3547
MEM 266.871094 1706233918.4610
MEM 266.871094 1706233918.5712
MEM 266.871094 1706233918.6812
MEM 266.871094 1706233918.7897
MEM 266.871094 1706233918.8985
MEM 266.871094 1706233919.0087
MEM 266.871094 1706233919.1140
MEM 266.871094 1706233919.2242
MEM 266.871094 1706233919.3312
MEM 266.871094 1706233919.4399
MEM 266.871094 1706233919.5448
MEM 266.871094 1706233919.6482
MEM 266.871094 1706233919.7573
MEM 266.871094 1706233919.8595
MEM 266.871094 1706233919.9696
MEM 266.871094 1706233920.0698
MEM 266.871094 1706233920.1800
MEM 266.871094 1706233920.2812
MEM 266.871094 1706233920.3903
MEM 266.871094 1706233920.4906
MEM 266.871094 1706233920.6003
MEM 266.871094 1706233920.7005
MEM 266.871094 1706233920.8107
MEM 266.871094 1706233920.9120
MEM 266.871094 1706233921.0137
MEM 266.871094 1706233921.1163
MEM 266.871094 1706233921.2265
MEM 266.871094 1706233921.3313
MEM 266.871094 1706233921.4397
MEM 266.871094 1706233921.5499
MEM 266.871094 1706233921.6602
MEM 266.871094 1706233921.7613
MEM 266.871094 1706233921.8653
MEM 266.871094 1706233921.9674
MEM 266.871094 1706233922.0776
MEM 266.871094 1706233922.1835
MEM 266.871094 1706233922.2937
MEM 266.871094 1706233922.3949
MEM 266.871094 1706233922.4998
MEM 266.871094 1706233922.6076
MEM 266.871094 1706233922.7160
MEM 266.871094 1706233922.8262
MEM 266.871094 1706233922.9313
MEM 266.871094 1706233923.0406
MEM 266.871094 1706233923.1419
MEM 266.871094 1706233923.2458
MEM 266.871094 1706233923.3560
MEM 266.871094 1706233923.4610
MEM 266.871094 1706233923.5700
MEM 266.871094 1706233923.6806
MEM 266.871094 1706233923.7814
MEM 266.871094 1706233923.8914
MEM 266.871094 1706233924.0015
MEM 266.871094 1706233924.1117
MEM 266.871094 1706233924.2215
MEM 266.871094 1706233924.3317
MEM 266.871094 1706233924.4386
MEM 266.871094 1706233924.5488
MEM 266.871094 1706233924.6590
MEM 266.871094 1706233924.7635
MEM 266.871094 1706233924.8737
MEM 266.871094 1706233924.9814
MEM 266.871094 1706233925.0908
MEM 266.871094 1706233925.2002
MEM 266.871094 1706233925.3105
MEM 266.871094 1706233925.4207
MEM 266.871094 1706233925.5273
MEM 266.871094 1706233925.6314
MEM 266.871094 1706233925.7416
MEM 266.871094 1706233925.8454
MEM 266.871094 1706233925.9556
MEM 266.871094 1706233926.0634
MEM 266.871094 1706233926.1736
MEM 266.871094 1706233926.2837
MEM 266.871094 1706233926.3915
MEM 266.871094 1706233926.4975
MEM 266.871094 1706233926.6054
MEM 266.871094 1706233926.7070
MEM 266.871094 1706233926.8172
MEM 266.871094 1706233926.9223
MEM 266.871094 1706233927.0251
MEM 266.871094 1706233927.1266
MEM 266.871094 1706233927.2323
MEM 266.871094 1706233927.3348
MEM 266.871094 1706233927.4450
MEM 266.871094 1706233927.5552
MEM 266.871094 1706233927.6600
MEM 266.871094 1706233927.7620
MEM 266.871094 1706233927.8700
MEM 266.871094 1706233927.9802
MEM 266.871094 1706233928.0815
MEM 266.871094 1706233928.1854
MEM 266.871094 1706233928.2951
MEM 266.871094 1706233928.3971
MEM 266.871094 1706233928.5073
MEM 266.871094 1706233928.6175
MEM 266.871094 1706233928.7191
MEM 266.871094 1706233928.8224
MEM 266.871094 1706233928.9312
MEM 266.871094 1706233929.0413
MEM 266.871094 1706233929.1471
MEM 266.871094 1706233929.2573
MEM 266.871094 1706233929.3607
MEM 266.871094 1706233929.4672
MEM 266.871094 1706233929.5775
MEM 266.871094 1706233929.6815
MEM 266.871094 1706233929.7904
MEM 266.871094 1706233929.8988
MEM 266.871094 1706233930.0083
MEM 266.871094 1706233930.1185
MEM 266.871094 1706233930.2199
MEM 266.871094 1706233930.3254
MEM 266.871094 1706233930.4356
MEM 266.871094 1706233930.5458
MEM 266.871094 1706233930.6473
MEM 266.871094 1706233930.7575
MEM 266.871094 1706233930.8582
MEM 266.871094 1706233930.9612
MEM 266.871094 1706233931.0689
MEM 266.871094 1706233931.1701
MEM 266.871094 1706233931.2708
MEM 266.871094 1706233931.3810
MEM 266.871094 1706233931.4911
MEM 266.871094 1706233931.5936
MEM 266.871094 1706233931.7038
MEM 266.871094 1706233931.8111
MEM 266.871094 1706233931.9182
MEM 266.871094 1706233932.0284
MEM 266.871094 1706233932.1317
MEM 266.871094 1706233932.2351
MEM 266.871094 1706233932.3452
MEM 266.871094 1706233932.4508
MEM 266.871094 1706233932.5592
MEM 266.871094 1706233932.6695
MEM 266.871094 1706233932.7797
MEM 266.871094 1706233932.8816
MEM 266.871094 1706233932.9914
MEM 266.871094 1706233933.0953
MEM 266.871094 1706233933.2055
MEM 266.871094 1706233933.3114
MEM 266.871094 1706233933.4215
MEM 266.871094 1706233933.5316
MEM 266.871094 1706233933.6318
MEM 266.871094 1706233933.7418
MEM 266.871094 1706233933.8453
MEM 266.871094 1706233933.9485
MEM 266.871094 1706233934.0511
MEM 266.871094 1706233934.1609
MEM 266.871094 1706233934.2612
MEM 266.871094 1706233934.3715
MEM 266.871094 1706233934.4817
MEM 266.871094 1706233934.5918
MEM 266.871094 1706233934.6953
MEM 266.871094 1706233934.7956
MEM 266.871094 1706233934.8990
MEM 266.871094 1706233935.0092
MEM 266.871094 1706233935.1154
MEM 266.871094 1706233935.2256
MEM 266.871094 1706233935.3350
MEM 266.871094 1706233935.4410
MEM 266.871094 1706233935.5512
MEM 266.871094 1706233935.6607
MEM 266.871094 1706233935.7643
MEM 266.871094 1706233935.8745
MEM 266.871094 1706233935.9818
MEM 266.871094 1706233936.0899
MEM 266.871094 1706233936.1953
MEM 266.871094 1706233936.3055
MEM 266.871094 1706233936.4157
MEM 266.871094 1706233936.5259
MEM 266.871094 1706233936.6353
MEM 266.871094 1706233936.7363
MEM 266.871094 1706233936.8455
MEM 266.871094 1706233936.9557
MEM 266.871094 1706233937.0609
MEM 266.871094 1706233937.1711
MEM 266.871094 1706233937.2813
MEM 266.871094 1706233937.3892
MEM 266.871094 1706233937.4954
MEM 266.871094 1706233937.6056
MEM 266.871094 1706233937.7155
MEM 266.871094 1706233937.8164
MEM 266.871094 1706233937.9217
MEM 266.871094 1706233938.0319
MEM 266.871094 1706233938.1346
MEM 266.871094 1706233938.2425
MEM 266.871094 1706233938.3514
MEM 266.871094 1706233938.4555
MEM 266.871094 1706233938.5618
MEM 266.871094 1706233938.6676
MEM 266.871094 1706233938.7721
MEM 266.871094 1706233938.8787
MEM 266.871094 1706233938.9818
MEM 266.871094 1706233939.0914
MEM 266.871094 1706233939.2016
MEM 266.871094 1706233939.3055
MEM 266.871094 1706233939.4134
MEM 266.871094 1706233939.5177
MEM 266.871094 1706233939.6217
MEM 266.871094 1706233939.7278
MEM 266.871094 1706233939.8311
MEM 266.871094 1706233939.9413
MEM 266.871094 1706233940.0515
MEM 266.871094 1706233940.1614
MEM 266.871094 1706233940.2639
MEM 266.871094 1706233940.3741
MEM 266.871094 1706233940.4819
MEM 266.871094 1706233940.5920
MEM 266.871094 1706233940.6955
MEM 266.871094 1706233940.8012
MEM 266.871094 1706233940.9114
MEM 266.871094 1706233941.0141
MEM 266.871094 1706233941.1165
MEM 266.871094 1706233941.2267
MEM 266.871094 1706233941.3319
MEM 266.871094 1706233941.4410
MEM 266.871094 1706233941.5469
MEM 266.871094 1706233941.6471
MEM 266.871094 1706233941.7507
MEM 266.871094 1706233941.8610
MEM 266.871094 1706233941.9705
MEM 266.871094 1706233942.0794
MEM 266.871094 1706233942.1819
MEM 266.871094 1706233942.2885
MEM 266.871094 1706233942.3987
MEM 266.871094 1706233942.5071
MEM 266.871094 1706233942.6073
MEM 266.871094 1706233942.7126
MEM 266.871094 1706233942.8228
MEM 266.871094 1706233942.9319
MEM 266.871094 1706233943.0421
MEM 266.871094 1706233943.1501
MEM 266.871094 1706233943.2569
MEM 266.871094 1706233943.3671
MEM 266.871094 1706233943.4741
MEM 266.871094 1706233943.5817
MEM 266.871094 1706233943.6919
MEM 266.871094 1706233943.8021
MEM 266.871094 1706233943.9123
MEM 266.871094 1706233944.0225
MEM 266.871094 1706233944.1327
MEM 266.871094 1706233944.2354
MEM 266.871094 1706233944.3456
MEM 266.871094 1706233944.4558
MEM 266.871094 1706233944.5602
MEM 266.871094 1706233944.6661
MEM 266.871094 1706233944.7759
MEM 266.871094 1706233944.8820
MEM 266.871094 1706233944.9922
MEM 266.871094 1706233945.0977
MEM 266.871094 1706233945.2067
MEM 266.871094 1706233945.3111
MEM 266.871094 1706233945.4212
MEM 266.871094 1706233945.5314
MEM 266.871094 1706233945.6320
MEM 266.871094 1706233945.7373
MEM 266.871094 1706233945.8456
MEM 266.871094 1706233945.9521
MEM 266.871094 1706233946.0623
MEM 266.871094 1706233946.1636
MEM 266.871094 1706233946.2730
MEM 266.871094 1706233946.3831
MEM 266.871094 1706233946.4920
MEM 266.871094 1706233946.6022
MEM 266.871094 1706233946.7124
MEM 266.871094 1706233946.8139
MEM 266.871094 1706233946.9241
MEM 266.871094 1706233947.0320
MEM 266.871094 1706233947.1391
MEM 266.871094 1706233947.2413
MEM 266.871094 1706233947.3453
MEM 266.871094 1706233947.4555
MEM 266.871094 1706233947.5619
MEM 266.871094 1706233947.6678
MEM 266.871094 1706233947.7722
MEM 266.871094 1706233947.8821
MEM 266.871094 1706233947.9902
MEM 266.871094 1706233948.1004
MEM 266.871094 1706233948.2105
MEM 266.871094 1706233948.3117
MEM 266.871094 1706233948.4218
MEM 266.871094 1706233948.5320
MEM 266.871094 1706233948.6323
MEM 266.871094 1706233948.7422
MEM 266.871094 1706233948.8457
MEM 266.871094 1706233948.9495
MEM 266.871094 1706233949.0572
MEM 266.871094 1706233949.1619
MEM 266.871094 1706233949.2720
MEM 266.871094 1706233949.3821
MEM 266.871094 1706233949.4845
MEM 266.871094 1706233949.5881
MEM 266.871094 1706233949.6955
MEM 266.871094 1706233949.8057
MEM 266.871094 1706233949.9159
MEM 266.871094 1706233950.0206
MEM 266.871094 1706233950.1227
MEM 266.871094 1706233950.2321
MEM 266.871094 1706233950.3423
MEM 266.871094 1706233950.4458
MEM 266.871094 1706233950.5495
MEM 266.871094 1706233950.6522
MEM 266.871094 1706233950.7622
MEM 266.871094 1706233950.8724
MEM 266.871094 1706233950.9822
MEM 266.871094 1706233951.0854
MEM 266.871094 1706233951.1912
MEM 266.871094 1706233951.2989
MEM 266.871094 1706233951.4046
MEM 266.871094 1706233951.5148
MEM 266.871094 1706233951.6228
MEM 266.871094 1706233951.7322
MEM 266.871094 1706233951.8424
MEM 266.871094 1706233951.9458
MEM 266.871094 1706233952.0502
MEM 266.871094 1706233952.1605
MEM 266.871094 1706233952.2607
MEM 266.871094 1706233952.3674
MEM 266.871094 1706233952.4677
MEM 266.871094 1706233952.5779
MEM 266.871094 1706233952.6876
MEM 266.871094 1706233952.7978
MEM 266.871094 1706233952.8984
MEM 266.871094 1706233953.0019
MEM 266.871094 1706233953.1054
MEM 266.871094 1706233953.2070
MEM 266.871094 1706233953.3115
MEM 266.871094 1706233953.4217
MEM 266.871094 1706233953.5319
MEM 266.871094 1706233953.6418
MEM 266.871094 1706233953.7512
MEM 266.871094 1706233953.8515
MEM 266.871094 1706233953.9614
MEM 266.871094 1706233954.0716
MEM 266.871094 1706233954.1763
MEM 266.871094 1706233954.2864
MEM 266.871094 1706233954.3944
MEM 266.871094 1706233954.4953
MEM 266.871094 1706233954.6055
MEM 266.871094 1706233954.7065
MEM 266.871094 1706233954.8165
MEM 266.871094 1706233954.9226
MEM 266.871094 1706233955.0306
MEM 266.871094 1706233955.1408
MEM 266.871094 1706233955.2432
MEM 266.871094 1706233955.3497
MEM 266.871094 1706233955.4539
MEM 266.871094 1706233955.5618
MEM 266.871094 1706233955.6682
MEM 266.871094 1706233955.7784
MEM 266.871094 1706233955.8802
MEM 266.871094 1706233955.9904
MEM 266.871094 1706233956.1005
MEM 266.871094 1706233956.2107
MEM 266.871094 1706233956.3125
MEM 266.871094 1706233956.4201
MEM 266.871094 1706233956.5204
MEM 266.871094 1706233956.6304
MEM 266.871094 1706233956.7406
MEM 266.871094 1706233956.8431
MEM 266.871094 1706233956.9469
MEM 266.871094 1706233957.0571
MEM 266.871094 1706233957.1604
MEM 266.871094 1706233957.2701
MEM 266.871094 1706233957.3723
MEM 266.871094 1706233957.4825
MEM 266.871094 1706233957.5908
MEM 266.871094 1706233957.7002
MEM 266.871094 1706233957.8073
MEM 266.871094 1706233957.9096
MEM 266.871094 1706233958.0198
MEM 266.871094 1706233958.1235
MEM 266.871094 1706233958.2336
MEM 266.871094 1706233958.3379
MEM 266.871094 1706233958.4460
MEM 266.871094 1706233958.5562
MEM 266.871094 1706233958.6607
MEM 266.871094 1706233958.7619
MEM 266.871094 1706233958.8721
MEM 266.871094 1706233958.9739
MEM 266.871094 1706233959.0824
MEM 266.871094 1706233959.1926
MEM 266.871094 1706233959.2992
MEM 266.871094 1706233959.4049
MEM 266.871094 1706233959.5151
MEM 266.871094 1706233959.6253
MEM 266.871094 1706233959.7346
MEM 266.871094 1706233959.8375
MEM 266.871094 1706233959.9477
MEM 266.871094 1706233960.0493
MEM 266.871094 1706233960.1555
MEM 266.871094 1706233960.2616
MEM 266.871094 1706233960.3673
MEM 266.871094 1706233960.4677
MEM 266.871094 1706233960.5779
MEM 266.871094 1706233960.6825
MEM 266.871094 1706233960.7833
MEM 266.871094 1706233960.8867
MEM 266.871094 1706233960.9961
MEM 266.871094 1706233961.0985
MEM 266.871094 1706233961.2072
MEM 266.871094 1706233961.3174
MEM 266.871094 1706233961.4225
MEM 266.871094 1706233961.5325
MEM 266.871094 1706233961.6381
MEM 266.871094 1706233961.7483
MEM 266.871094 1706233961.8585
MEM 266.871094 1706233961.9605
MEM 266.871094 1706233962.0616
MEM 266.871094 1706233962.1624
MEM 266.871094 1706233962.2726
MEM 266.871094 1706233962.3828
MEM 266.871094 1706233962.4909
MEM 266.871094 1706233962.5940
MEM 266.871094 1706233962.6987
MEM 266.871094 1706233962.8039
MEM 266.871094 1706233962.9141
MEM 266.871094 1706233963.0148
MEM 266.871094 1706233963.1152
MEM 266.871094 1706233963.2254
MEM 266.871094 1706233963.3325
MEM 266.871094 1706233963.4389
MEM 266.871094 1706233963.5491
MEM 266.871094 1706233963.6506
MEM 266.871094 1706233963.7593
MEM 266.871094 1706233963.8608
MEM 266.871094 1706233963.9710
MEM 266.871094 1706233964.0812
MEM 266.871094 1706233964.1826
MEM 266.871094 1706233964.2927
MEM 266.871094 1706233964.3990
MEM 266.871094 1706233964.5068
MEM 266.871094 1706233964.6080
MEM 266.871094 1706233964.7132
MEM 266.871094 1706233964.8234
MEM 266.871094 1706233964.9326
MEM 266.871094 1706233965.0415
MEM 266.871094 1706233965.1483
MEM 266.871094 1706233965.2585
MEM 266.871094 1706233965.3620
MEM 266.871094 1706233965.4622
MEM 266.871094 1706233965.5724
MEM 266.871094 1706233965.6826
MEM 266.871094 1706233965.7915
MEM 266.871094 1706233965.8999
MEM 266.871094 1706233966.0032
MEM 266.871094 1706233966.1118
MEM 266.871094 1706233966.2168
MEM 266.871094 1706233966.3228
MEM 266.871094 1706233966.4330
MEM 266.871094 1706233966.5432
MEM 266.871094 1706233966.6475
MEM 266.871094 1706233966.7577
MEM 266.871094 1706233966.8679
MEM 266.871094 1706233966.9758
MEM 266.871094 1706233967.0827
MEM 266.871094 1706233967.1929
MEM 266.871094 1706233967.2994
MEM 266.871094 1706233967.4096
MEM 266.871094 1706233967.5186
MEM 266.871094 1706233967.6263
MEM 266.871094 1706233967.7328
MEM 266.871094 1706233967.8426
MEM 266.871094 1706233967.9483
MEM 266.871094 1706233968.0583
MEM 266.871094 1706233968.1620
MEM 266.871094 1706233968.2644
MEM 266.871094 1706233968.3664
MEM 266.871094 1706233968.4677
MEM 266.871094 1706233968.5752
MEM 266.871094 1706233968.6827
MEM 266.871094 1706233968.7929
MEM 266.871094 1706233968.9006
MEM 266.871094 1706233969.0014
MEM 266.871094 1706233969.1115
MEM 266.871094 1706233969.2216
MEM 266.871094 1706233969.3318
MEM 266.871094 1706233969.4418
MEM 266.871094 1706233969.5463
MEM 266.871094 1706233969.6489
MEM 266.871094 1706233969.7515
MEM 266.871094 1706233969.8559
MEM 266.871094 1706233969.9608
MEM 266.871094 1706233970.0709
MEM 266.871094 1706233970.1743
MEM 266.871094 1706233970.2827
MEM 266.871094 1706233970.3929
MEM 266.871094 1706233970.4964
MEM 266.871094 1706233970.6067
MEM 266.871094 1706233970.7097
MEM 266.871094 1706233970.8199
MEM 266.871094 1706233970.9302
MEM 266.871094 1706233971.0328
MEM 266.871094 1706233971.1397
MEM 266.871094 1706233971.2498
MEM 266.871094 1706233971.3522
MEM 266.871094 1706233971.4619
MEM 266.871094 1706233971.5622
MEM 266.871094 1706233971.6722
MEM 266.871094 1706233971.7762
MEM 266.871094 1706233971.8828
MEM 266.871094 1706233971.9896
MEM 266.871094 1706233972.0966
MEM 266.871094 1706233972.2068
MEM 266.871094 1706233972.3122
MEM 266.871094 1706233972.4220
MEM 266.871094 1706233972.5293
MEM 266.871094 1706233972.6366
MEM 266.871094 1706233972.7463
MEM 266.871094 1706233972.8565
MEM 266.871094 1706233972.9664
MEM 266.871094 1706233973.0707
MEM 266.871094 1706233973.1809
MEM 266.871094 1706233973.2828
MEM 266.871094 1706233973.3919
MEM 266.871094 1706233973.4964
MEM 266.871094 1706233973.6027
MEM 266.871094 1706233973.7125
MEM 266.871094 1706233973.8129
MEM 266.871094 1706233973.9132
MEM 266.871094 1706233974.0209
MEM 266.871094 1706233974.1289
MEM 266.871094 1706233974.2329
MEM 266.871094 1706233974.3349
MEM 266.871094 1706233974.4416
MEM 266.871094 1706233974.5482
MEM 266.871094 1706233974.6583
MEM 266.871094 1706233974.7629
MEM 266.871094 1706233974.8641
MEM 266.871094 1706233974.9738
MEM 266.871094 1706233975.0829
MEM 266.871094 1706233975.1924
MEM 266.871094 1706233975.2996
MEM 266.871094 1706233975.4053
MEM 266.871094 1706233975.5126
MEM 266.871094 1706233975.6228
MEM 266.871094 1706233975.7329
MEM 266.871094 1706233975.8431
MEM 266.871094 1706233975.9514
MEM 266.871094 1706233976.0566
MEM 266.871094 1706233976.1667
MEM 266.871094 1706233976.2670
MEM 266.871094 1706233976.3729
MEM 266.871094 1706233976.4830
MEM 266.871094 1706233976.5927
MEM 266.871094 1706233976.6965
MEM 266.871094 1706233976.8029
MEM 266.871094 1706233976.9088
MEM 266.871094 1706233977.0190
MEM 266.871094 1706233977.1292
MEM 266.871094 1706233977.2378
MEM 266.871094 1706233977.3480
MEM 266.871094 1706233977.4572
MEM 266.871094 1706233977.5674
MEM 266.871094 1706233977.6702
MEM 266.871094 1706233977.7749
MEM 266.871094 1706233977.8832
MEM 266.871094 1706233977.9885
MEM 266.871094 1706233978.0965
MEM 266.871094 1706233978.2017
MEM 266.871094 1706233978.3120
MEM 266.871094 1706233978.4222
MEM 266.871094 1706233978.5244
MEM 266.871094 1706233978.6330
MEM 266.871094 1706233978.7432
MEM 266.871094 1706233978.8466
MEM 266.871094 1706233978.9568
MEM 266.871094 1706233979.0629
MEM 266.871094 1706233979.1731
MEM 266.871094 1706233979.2821
MEM 266.871094 1706233979.3846
MEM 266.871094 1706233979.4865
MEM 266.871094 1706233979.5892
MEM 266.871094 1706233979.6967
MEM 266.871094 1706233979.8069
MEM 266.871094 1706233979.9146
MEM 266.871094 1706233980.0184
MEM 266.871094 1706233980.1234
MEM 266.871094 1706233980.2304
MEM 266.871094 1706233980.3385
MEM 266.871094 1706233980.4468
MEM 266.871094 1706233980.5570
MEM 266.871094 1706233980.6621
MEM 266.871094 1706233980.7723
MEM 266.871094 1706233980.8761
MEM 266.871094 1706233980.9863
MEM 266.871094 1706233981.0965
MEM 266.871094 1706233981.2012
MEM 266.871094 1706233981.3114
MEM 266.871094 1706233981.4216
MEM 266.871094 1706233981.5318
MEM 266.871094 1706233981.6396
MEM 266.871094 1706233981.7498
MEM 266.871094 1706233981.8524
MEM 266.871094 1706233981.9596
MEM 266.871094 1706233982.0627
MEM 266.871094 1706233982.1708
MEM 266.871094 1706233982.2809
MEM 266.871094 1706233982.3829
MEM 266.871094 1706233982.4831
MEM 266.871094 1706233982.5854
MEM 266.871094 1706233982.6885
MEM 266.871094 1706233982.7967
