CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/dqn/cartpole_dqn.py
MEM 631.039062 1706089812.1973
MEM 631.550781 1706089812.2990
MEM 631.664062 1706089812.4020
MEM 632.000000 1706089812.5026
MEM 632.535156 1706089812.6078
MEM 632.539062 1706089812.7115
MEM 632.539062 1706089812.8143
MEM 632.566406 1706089812.9175
MEM 632.566406 1706089813.0209
MEM 632.859375 1706089813.1253
MEM 633.042969 1706089813.2320
MEM 633.011719 1706089813.3358
MEM 633.273438 1706089813.4397
MEM 633.332031 1706089813.5403
MEM 633.554688 1706089813.6411
MEM 634.058594 1706089813.7416
MEM 634.058594 1706089813.8456
MEM 634.402344 1706089813.9467
MEM 634.402344 1706089814.0493
MEM 634.402344 1706089814.1544
MEM 634.449219 1706089814.2596
MEM 634.660156 1706089814.3656
MEM 634.660156 1706089814.4676
MEM 634.746094 1706089814.5691
MEM 634.937500 1706089814.6736
MEM 634.968750 1706089814.7740
MEM 635.304688 1706089814.8753
MEM 635.554688 1706089814.9767
MEM 635.644531 1706089815.0786
MEM 636.304688 1706089815.1826
MEM 636.308594 1706089815.2889
MEM 636.308594 1706089815.3942
MEM 636.371094 1706089815.4996
MEM 636.371094 1706089815.6000
MEM 636.621094 1706089815.7002
MEM 636.925781 1706089815.8054
MEM 636.925781 1706089815.9057
MEM 637.078125 1706089816.0060
MEM 637.453125 1706089816.1112
MEM 637.507812 1706089816.2164
MEM 637.933594 1706089816.3176
MEM 638.230469 1706089816.4179
MEM 638.226562 1706089816.5228
MEM 638.226562 1706089816.6241
MEM 638.226562 1706089816.7266
MEM 638.324219 1706089816.8327
MEM 638.636719 1706089816.9341
MEM 638.636719 1706089817.0375
MEM 638.824219 1706089817.1414
MEM 638.949219 1706089817.2479
MEM 638.925781 1706089817.3499
MEM 639.347656 1706089817.4516
MEM 639.441406 1706089817.5537
MEM 639.847656 1706089817.6545
MEM 639.851562 1706089817.7552
MEM 640.226562 1706089817.8599
MEM 640.257812 1706089817.9673
MEM 640.257812 1706089818.0686
MEM 640.257812 1706089818.1715
MEM 640.332031 1706089818.2719
MEM 640.332031 1706089818.3774
MEM 640.433594 1706089818.4818
MEM 640.433594 1706089818.5842
MEM 640.484375 1706089818.6848
MEM 640.824219 1706089818.7854
MEM 640.792969 1706089818.8905
MEM 641.167969 1706089818.9952
MEM 641.144531 1706089819.0974
MEM 641.671875 1706089819.1990
MEM 641.699219 1706089819.3018
MEM 642.175781 1706089819.4070
MEM 642.230469 1706089819.5075
MEM 642.199219 1706089819.6127
MEM 642.226562 1706089819.7217
MEM 642.226562 1706089819.8237
MEM 642.316406 1706089819.9289
MEM 642.285156 1706089820.0328
MEM 642.410156 1706089820.1349
MEM 642.507812 1706089820.2362
MEM 642.722656 1706089820.3372
MEM 642.937500 1706089820.4401
MEM 643.203125 1706089820.5404
MEM 643.410156 1706089820.6423
MEM 643.535156 1706089820.7433
MEM 643.707031 1706089820.8449
MEM 644.109375 1706089820.9512
MEM 644.222656 1706089821.0520
MEM 644.222656 1706089821.1527
MEM 644.222656 1706089821.2538
MEM 644.484375 1706089821.3545
MEM 644.453125 1706089821.4548
MEM 644.484375 1706089821.5568
MEM 644.648438 1706089821.6578
MEM 644.921875 1706089821.7590
MEM 644.960938 1706089821.8636
MEM 645.203125 1706089821.9691
MEM 645.277344 1706089822.0694
MEM 645.648438 1706089822.1716
MEM 645.738281 1706089822.2728
MEM 645.925781 1706089822.3778
MEM 646.089844 1706089822.4796
MEM 646.089844 1706089822.5854
MEM 646.148438 1706089822.6878
MEM 646.242188 1706089822.7908
MEM 646.210938 1706089822.8960
MEM 646.402344 1706089822.9971
MEM 646.457031 1706089823.1003
MEM 646.968750 1706089823.2032
MEM 647.324219 1706089823.3042
MEM 647.324219 1706089823.4094
MEM 647.558594 1706089823.5114
MEM 647.601562 1706089823.6133
MEM 648.003906 1706089823.7189
MEM 648.089844 1706089823.8195
MEM 648.089844 1706089823.9206
MEM 648.304688 1706089824.0218
MEM 648.304688 1706089824.1268
MEM 648.324219 1706089824.2277
MEM 648.730469 1706089824.3299
MEM 648.699219 1706089824.4355
MEM 648.863281 1706089824.5367
MEM 648.785156 1706089824.6419
MEM 649.214844 1706089824.7472
MEM 649.214844 1706089824.8570
MEM 649.523438 1706089824.9585
MEM 649.550781 1706089825.0593
MEM 649.730469 1706089825.1602
MEM 649.757812 1706089825.2639
MEM 649.785156 1706089825.3693
MEM 649.816406 1706089825.4724
MEM 649.820312 1706089825.5726
MEM 650.054688 1706089825.6732
MEM 650.019531 1706089825.7738
MEM 650.347656 1706089825.8748
MEM 650.386719 1706089825.9754
MEM 650.710938 1706089826.0794
MEM 650.718750 1706089826.1844
MEM 651.085938 1706089826.2883
MEM 651.085938 1706089826.3894
MEM 651.417969 1706089826.4916
MEM 651.519531 1706089826.5955
MEM 651.820312 1706089826.6990
MEM 651.859375 1706089826.8092
MEM 651.910156 1706089826.9101
MEM 651.886719 1706089827.0153
MEM 651.886719 1706089827.1194
MEM 651.886719 1706089827.2221
MEM 651.917969 1706089827.3271
MEM 651.886719 1706089827.4277
MEM 651.886719 1706089827.5521
MEM 651.886719 1706089827.6539
MEM 651.886719 1706089827.7592
MEM 651.917969 1706089827.8626
MEM 651.886719 1706089827.9669
MEM 651.917969 1706089828.0709
MEM 651.886719 1706089828.1754
MEM 651.917969 1706089828.2802
MEM 651.886719 1706089828.3849
MEM 651.886719 1706089828.4918
MEM 651.886719 1706089828.5922
MEM 651.984375 1706089828.6945
MEM 651.984375 1706089828.7972
MEM 652.015625 1706089828.9003
MEM 651.984375 1706089829.0042
MEM 652.054688 1706089829.1045
MEM 651.984375 1706089829.2057
MEM 652.015625 1706089829.3090
MEM 651.984375 1706089829.4111
MEM 651.984375 1706089829.5160
MEM 652.015625 1706089829.6169
MEM 652.046875 1706089829.7181
MEM 652.015625 1706089829.8259
MEM 652.046875 1706089829.9285
MEM 652.015625 1706089830.0337
MEM 652.019531 1706089830.1345
MEM 652.019531 1706089830.2348
MEM 652.050781 1706089830.3418
MEM 652.019531 1706089830.4465
MEM 652.019531 1706089830.5497
MEM 652.019531 1706089830.6567
MEM 652.019531 1706089830.7590
MEM 652.019531 1706089830.8639
MEM 652.019531 1706089830.9651
MEM 652.019531 1706089831.0691
MEM 652.019531 1706089831.1734
MEM 652.019531 1706089831.2754
MEM 652.019531 1706089831.3760
MEM 652.019531 1706089831.4779
MEM 652.027344 1706089831.5831
MEM 652.058594 1706089831.6846
MEM 652.027344 1706089831.7852
MEM 652.097656 1706089831.8926
MEM 652.066406 1706089831.9946
MEM 652.097656 1706089832.0992
MEM 652.066406 1706089832.2063
MEM 652.101562 1706089832.3076
MEM 652.070312 1706089832.4089
MEM 652.101562 1706089832.5139
MEM 652.210938 1706089832.6157
MEM 652.242188 1706089832.7174
MEM 652.210938 1706089832.8188
MEM 652.242188 1706089832.9252
MEM 652.277344 1706089833.0260
MEM 652.335938 1706089833.1300
MEM 652.335938 1706089833.2346
MEM 652.484375 1706089833.3416
MEM 652.464844 1706089833.4423
MEM 652.542969 1706089833.5426
MEM 652.511719 1706089833.6452
MEM 652.562500 1706089833.7459
MEM 652.761719 1706089833.8482
MEM 652.761719 1706089833.9506
MEM 652.785156 1706089834.0515
MEM 652.785156 1706089834.1519
MEM 652.910156 1706089834.2592
MEM 652.910156 1706089834.3619
MEM 652.984375 1706089834.4647
MEM 652.984375 1706089834.5650
MEM 653.066406 1706089834.6680
MEM 653.066406 1706089834.7686
MEM 653.121094 1706089834.8744
MEM 653.121094 1706089834.9768
MEM 653.269531 1706089835.0775
MEM 653.269531 1706089835.1814
MEM 653.441406 1706089835.2856
MEM 653.367188 1706089835.3867
MEM 653.367188 1706089835.4946
MEM 653.511719 1706089835.5983
MEM 653.511719 1706089835.6993
MEM 653.605469 1706089835.8030
MEM 653.605469 1706089835.9113
MEM 653.757812 1706089836.0160
MEM 653.757812 1706089836.1166
MEM 653.757812 1706089836.2168
MEM 653.757812 1706089836.3186
MEM 653.789062 1706089836.4221
MEM 653.789062 1706089836.5249
MEM 653.917969 1706089836.6268
MEM 653.917969 1706089836.7273
MEM 653.972656 1706089836.8278
MEM 653.972656 1706089836.9290
MEM 654.191406 1706089837.0311
MEM 654.191406 1706089837.1348
MEM 654.671875 1706089837.2361
MEM 654.640625 1706089837.3368
MEM 654.671875 1706089837.4439
MEM 654.640625 1706089837.5500
MEM 654.761719 1706089837.6520
MEM 654.761719 1706089837.7557
MEM 654.816406 1706089837.8629
MEM 654.816406 1706089837.9650
MEM 654.953125 1706089838.0663
MEM 654.968750 1706089838.1709
MEM 655.390625 1706089838.2736
MEM 655.792969 1706089838.3778
MEM 655.792969 1706089838.4821
MEM 655.886719 1706089838.5849
MEM 656.433594 1706089838.6854
MEM 656.449219 1706089838.7924
MEM 656.773438 1706089838.8965
MEM 656.773438 1706089838.9975
MEM 656.777344 1706089839.1014
MEM 656.777344 1706089839.2039
MEM 656.781250 1706089839.3043
MEM 656.781250 1706089839.4046
MEM 656.835938 1706089839.5146
MEM 656.835938 1706089839.6167
MEM 657.183594 1706089839.7174
MEM 657.476562 1706089839.8179
MEM 657.398438 1706089839.9193
MEM 657.886719 1706089840.0210
MEM 658.031250 1706089840.1256
MEM 658.156250 1706089840.2279
MEM 658.242188 1706089840.3321
MEM 658.667969 1706089840.4348
MEM 658.667969 1706089840.5378
MEM 658.679688 1706089840.6436
MEM 658.679688 1706089840.7478
MEM 658.679688 1706089840.8523
MEM 658.679688 1706089840.9533
MEM 658.785156 1706089841.0579
MEM 658.785156 1706089841.1599
MEM 658.835938 1706089841.2651
MEM 658.964844 1706089841.3687
MEM 659.269531 1706089841.4707
MEM 659.523438 1706089841.5746
MEM 659.703125 1706089841.6793
MEM 659.703125 1706089841.7831
MEM 660.035156 1706089841.8849
MEM 660.035156 1706089841.9900
MEM 660.515625 1706089842.0915
MEM 660.515625 1706089842.1958
MEM 660.542969 1706089842.2981
MEM 660.542969 1706089842.3989
MEM 660.546875 1706089842.5030
MEM 660.546875 1706089842.6069
MEM 660.714844 1706089842.7086
MEM 660.714844 1706089842.8130
MEM 660.925781 1706089842.9134
MEM 660.945312 1706089843.0144
MEM 661.292969 1706089843.1165
MEM 661.343750 1706089843.2203
MEM 661.816406 1706089843.3255
MEM 661.996094 1706089843.4319
MEM 661.968750 1706089843.5350
MEM 662.082031 1706089843.6355
MEM 662.406250 1706089843.7368
MEM 662.406250 1706089843.8378
MEM 662.406250 1706089843.9397
MEM 662.406250 1706089844.0468
MEM 662.515625 1706089844.1474
MEM 662.714844 1706089844.2479
MEM 662.789062 1706089844.3531
MEM 663.144531 1706089844.4570
MEM 663.144531 1706089844.5598
MEM 663.425781 1706089844.6601
MEM 663.425781 1706089844.7648
MEM 663.730469 1706089844.8651
MEM 663.824219 1706089844.9660
MEM 664.109375 1706089845.0665
MEM 664.152344 1706089845.1699
MEM 664.570312 1706089845.2733
MEM 664.570312 1706089845.3793
MEM 664.585938 1706089845.4814
MEM 664.585938 1706089845.5865
MEM 664.585938 1706089845.6881
MEM 664.585938 1706089845.7933
MEM 664.628906 1706089845.8953
MEM 664.597656 1706089845.9979
MEM 664.691406 1706089846.1476
MEM 664.757812 1706089846.2535
MEM 664.757812 1706089846.3572
MEM 665.101562 1706089846.4587
MEM 665.101562 1706089846.5625
MEM 665.500000 1706089846.6633
MEM 665.632812 1706089846.7641
MEM 666.148438 1706089846.8656
MEM 666.636719 1706089846.9708
MEM 666.605469 1706089847.0747
MEM 666.617188 1706089847.1821
MEM 666.617188 1706089847.2850
MEM 666.679688 1706089847.3856
MEM 666.617188 1706089847.4883
MEM 666.667969 1706089847.5934
MEM 666.777344 1706089847.7050
MEM 667.109375 1706089847.8060
MEM 667.109375 1706089847.9063
MEM 667.355469 1706089848.0067
MEM 667.429688 1706089848.1074
MEM 667.656250 1706089848.2076
MEM 667.699219 1706089848.3089
MEM 668.058594 1706089848.4119
MEM 668.144531 1706089848.5156
MEM 668.554688 1706089848.6167
MEM 668.554688 1706089848.7171
MEM 668.554688 1706089848.8223
MEM 668.585938 1706089848.9251
MEM 668.554688 1706089849.0270
MEM 668.632812 1706089849.1305
MEM 668.601562 1706089849.2351
MEM 668.914062 1706089849.3391
MEM 668.914062 1706089849.4444
MEM 669.074219 1706089849.5537
MEM 669.203125 1706089849.6553
MEM 669.371094 1706089849.7558
MEM 669.753906 1706089849.8610
MEM 669.726562 1706089849.9665
MEM 670.152344 1706089850.0675
MEM 670.121094 1706089850.1727
MEM 670.121094 1706089850.2781
MEM 670.121094 1706089850.3824
MEM 670.191406 1706089850.4852
MEM 670.191406 1706089850.5904
MEM 670.375000 1706089850.6925
MEM 670.578125 1706089850.7927
MEM 670.597656 1706089850.8957
MEM 671.085938 1706089850.9995
MEM 671.085938 1706089851.1037
MEM 671.484375 1706089851.2069
MEM 671.484375 1706089851.3094
MEM 671.699219 1706089851.4151
MEM 672.265625 1706089851.5164
MEM 672.265625 1706089851.6172
MEM 672.488281 1706089851.7180
MEM 672.570312 1706089851.8223
MEM 672.542969 1706089851.9230
MEM 672.671875 1706089852.0248
MEM 672.671875 1706089852.1251
MEM 672.753906 1706089852.2256
MEM 672.894531 1706089852.3287
MEM 672.953125 1706089852.4333
MEM 673.535156 1706089852.5354
MEM 673.503906 1706089852.6362
MEM 673.691406 1706089852.7414
MEM 673.718750 1706089852.8467
MEM 674.105469 1706089852.9520
MEM 674.105469 1706089853.0541
MEM 674.105469 1706089853.1545
MEM 674.105469 1706089853.2570
MEM 674.199219 1706089853.3577
MEM 674.347656 1706089853.4614
MEM 674.339844 1706089853.5661
MEM 674.484375 1706089853.6678
MEM 674.503906 1706089853.7686
MEM 674.902344 1706089853.8692
MEM 675.164062 1706089853.9700
MEM 675.390625 1706089854.0713
MEM 675.777344 1706089854.1731
MEM 675.914062 1706089854.2757
MEM 676.433594 1706089854.3809
MEM 676.464844 1706089854.4856
MEM 676.433594 1706089854.5859
MEM 676.562500 1706089854.6900
MEM 676.562500 1706089854.7952
MEM 676.757812 1706089854.9004
MEM 677.109375 1706089855.0041
MEM 677.140625 1706089855.1085
MEM 677.378906 1706089855.2122
MEM 677.687500 1706089855.3124
MEM 677.656250 1706089855.4195
MEM 677.992188 1706089855.5202
MEM 678.066406 1706089855.6257
MEM 678.296875 1706089855.7281
MEM 678.328125 1706089855.8295
MEM 678.335938 1706089855.9301
MEM 678.335938 1706089856.0312
MEM 678.445312 1706089856.1354
MEM 678.445312 1706089856.2376
MEM 678.535156 1706089856.3428
MEM 679.062500 1706089856.4447
MEM 679.031250 1706089856.5452
MEM 679.160156 1706089856.6529
MEM 679.128906 1706089856.7554
MEM 679.128906 1706089856.8562
MEM 679.539062 1706089856.9569
MEM 679.539062 1706089857.0579
MEM 679.832031 1706089857.1586
MEM 679.835938 1706089857.2638
MEM 680.171875 1706089857.3701
MEM 680.171875 1706089857.4755
MEM 680.171875 1706089857.5758
MEM 680.171875 1706089857.6783
MEM 680.214844 1706089857.7835
MEM 680.214844 1706089857.8881
MEM 680.257812 1706089857.9884
MEM 680.257812 1706089858.0918
MEM 680.500000 1706089858.1964
MEM 680.500000 1706089858.2995
MEM 680.972656 1706089858.4021
MEM 681.152344 1706089858.5042
MEM 681.164062 1706089858.6057
MEM 681.628906 1706089858.7109
MEM 681.632812 1706089858.8149
MEM 682.242188 1706089858.9207
MEM 682.273438 1706089859.0211
MEM 682.246094 1706089859.1256
MEM 674.621094 1706089859.2308
MEM 674.660156 1706089859.3375
MEM 674.660156 1706089859.4395
MEM 674.882812 1706089859.5420
MEM 675.113281 1706089859.6426
MEM 675.070312 1706089859.7454
MEM 675.207031 1706089859.8495
MEM 675.566406 1706089859.9548
MEM 675.535156 1706089860.0601
MEM 671.683594 1706089860.1606
MEM 671.890625 1706089860.2624
MEM 672.265625 1706089860.3656
MEM 672.335938 1706089860.4666
MEM 672.308594 1706089860.5702
MEM 672.308594 1706089860.6708
MEM 672.308594 1706089860.7733
MEM 672.574219 1706089860.8761
MEM 672.574219 1706089860.9770
MEM 672.910156 1706089861.0775
MEM 673.109375 1706089861.1777
MEM 673.140625 1706089861.2829
MEM 673.531250 1706089861.3878
MEM 673.578125 1706089861.4887
MEM 673.718750 1706089861.5890
MEM 674.148438 1706089861.6894
MEM 674.101562 1706089861.7910
MEM 674.164062 1706089861.8943
MEM 674.195312 1706089861.9954
MEM 674.179688 1706089862.0992
MEM 674.246094 1706089862.2072
MEM 674.199219 1706089862.3093
MEM 674.394531 1706089862.4145
MEM 674.402344 1706089862.5171
MEM 674.777344 1706089862.6230
MEM 674.777344 1706089862.7274
MEM 675.308594 1706089862.8285
MEM 675.281250 1706089862.9321
MEM 675.628906 1706089863.0355
MEM 675.640625 1706089863.1370
MEM 675.984375 1706089863.2399
MEM 675.984375 1706089863.3404
MEM 675.996094 1706089863.4418
MEM 675.996094 1706089863.5446
MEM 676.082031 1706089863.6451
MEM 676.082031 1706089863.7494
MEM 676.144531 1706089863.8496
MEM 676.191406 1706089863.9549
MEM 676.414062 1706089864.0561
MEM 676.414062 1706089864.1564
MEM 676.875000 1706089864.2595
MEM 676.843750 1706089864.3621
MEM 677.261719 1706089864.4668
MEM 677.265625 1706089864.5688
MEM 677.468750 1706089864.6731
MEM 677.578125 1706089864.7736
MEM 678.117188 1706089864.8788
MEM 678.117188 1706089864.9821
MEM 678.140625 1706089865.0870
MEM 678.140625 1706089865.1901
MEM 678.140625 1706089865.2906
MEM 678.140625 1706089865.3914
MEM 678.175781 1706089865.4933
MEM 678.175781 1706089865.5962
MEM 678.429688 1706089865.6975
MEM 678.429688 1706089865.7990
MEM 678.710938 1706089865.9034
MEM 678.730469 1706089866.0069
MEM 679.203125 1706089866.1081
MEM 679.187500 1706089866.2086
MEM 679.640625 1706089866.3112
MEM 679.746094 1706089866.4132
MEM 680.128906 1706089866.5134
MEM 680.128906 1706089866.6170
MEM 680.128906 1706089866.7206
MEM 680.128906 1706089866.8228
MEM 680.132812 1706089866.9256
MEM 680.132812 1706089867.0291
MEM 680.199219 1706089867.1304
MEM 680.199219 1706089867.2358
MEM 680.339844 1706089867.3361
MEM 680.406250 1706089867.5250
MEM 680.687500 1706089867.6297
MEM 680.687500 1706089867.7341
MEM 681.121094 1706089867.8357
MEM 681.121094 1706089867.9451
MEM 681.125000 1706089868.0453
MEM 681.675781 1706089868.1466
MEM 681.898438 1706089868.2491
MEM 681.949219 1706089868.3535
MEM 681.957031 1706089868.4587
MEM 681.957031 1706089868.5590
MEM 681.957031 1706089868.6639
MEM 681.957031 1706089868.7676
MEM 682.250000 1706089868.8707
MEM 682.281250 1706089868.9740
MEM 682.484375 1706089869.0743
MEM 682.886719 1706089869.1748
MEM 682.886719 1706089869.2788
MEM 683.246094 1706089869.3840
MEM 683.445312 1706089869.4857
MEM 683.492188 1706089869.5884
MEM 684.156250 1706089869.6901
MEM 684.187500 1706089869.7962
MEM 684.156250 1706089869.9016
MEM 684.156250 1706089870.0035
MEM 684.187500 1706089870.1078
MEM 684.167969 1706089870.2100
MEM 684.703125 1706089870.3129
MEM 684.898438 1706089870.4181
MEM 684.867188 1706089870.5233
MEM 685.171875 1706089870.6248
MEM 685.484375 1706089870.7251
MEM 685.609375 1706089870.8257
MEM 685.789062 1706089870.9260
MEM 685.824219 1706089871.0312
MEM 685.792969 1706089871.1357
MEM 685.855469 1706089871.2409
MEM 685.886719 1706089871.3424
MEM 685.894531 1706089871.4427
MEM 686.304688 1706089871.5479
MEM 686.492188 1706089871.6502
MEM 686.757812 1706089871.7536
MEM 687.000000 1706089871.8585
MEM 687.257812 1706089871.9624
MEM 687.414062 1706089872.0660
MEM 687.757812 1706089872.1698
MEM 687.789062 1706089872.2763
MEM 687.757812 1706089872.3798
MEM 687.906250 1706089872.4829
MEM 687.964844 1706089872.5882
MEM 687.980469 1706089872.6926
MEM 688.101562 1706089872.7959
MEM 688.261719 1706089872.9011
MEM 688.398438 1706089873.0036
MEM 688.773438 1706089873.1096
MEM 688.796875 1706089873.2126
MEM 689.082031 1706089873.3128
MEM 689.082031 1706089873.4180
MEM 689.441406 1706089873.5194
MEM 689.441406 1706089873.6201
MEM 689.441406 1706089873.7259
MEM 689.757812 1706089873.8261
MEM 689.757812 1706089873.9313
MEM 689.953125 1706089874.0363
MEM 690.265625 1706089874.1372
MEM 690.359375 1706089874.2407
MEM 690.621094 1706089874.3459
MEM 690.960938 1706089874.4468
MEM 690.953125 1706089874.5473
MEM 691.308594 1706089874.6525
MEM 691.527344 1706089874.7537
MEM 691.726562 1706089874.8546
MEM 691.726562 1706089874.9607
MEM 691.726562 1706089875.0624
MEM 691.757812 1706089875.1637
MEM 692.007812 1706089875.2639
MEM 692.007812 1706089875.3663
MEM 692.363281 1706089875.4678
MEM 692.769531 1706089875.5683
MEM 692.769531 1706089875.6695
MEM 693.093750 1706089875.7747
MEM 693.503906 1706089875.8798
MEM 693.503906 1706089875.9806
MEM 693.808594 1706089876.0853
MEM 693.855469 1706089876.1859
MEM 693.824219 1706089876.2893
MEM 693.937500 1706089876.3955
MEM 694.042969 1706089876.4971
MEM 694.011719 1706089876.6023
MEM 694.339844 1706089876.7050
MEM 694.527344 1706089876.8102
MEM 694.503906 1706089876.9135
MEM 694.875000 1706089877.0152
MEM 695.410156 1706089877.1205
MEM 695.394531 1706089877.2241
MEM 695.628906 1706089877.3374
MEM 695.667969 1706089877.4392
MEM 695.667969 1706089877.5402
MEM 695.667969 1706089877.6822
MEM 673.453125 1706089877.7863
MEM 646.378906 1706089877.8882
MEM 637.453125 1706089877.9920
MEM 633.652344 1706089878.1031
MEM 633.683594 1706089878.2072
MEM 633.695312 1706089878.3202
MEM 633.695312 1706089878.4223
MEM 633.695312 1706089878.5267
MEM 634.046875 1706089878.6341
MEM 634.015625 1706089878.7368
MEM 634.015625 1706089878.8400
MEM 634.058594 1706089878.9412
MEM 634.218750 1706089879.0415
MEM 634.218750 1706089879.2000
MEM 634.218750 1706089879.3039
MEM 634.218750 1706089879.4079
MEM 634.218750 1706089879.5123
MEM 634.234375 1706089879.6128
MEM 634.550781 1706089879.7146
MEM 635.246094 1706089879.8159
MEM 635.167969 1706089879.9199
MEM 635.437500 1706089880.0234
MEM 635.503906 1706089880.1272
MEM 635.871094 1706089880.2280
MEM 635.871094 1706089880.3295
MEM 635.871094 1706089880.4299
MEM 636.003906 1706089880.5322
MEM 635.976562 1706089880.6345
MEM 636.214844 1706089880.7361
MEM 636.441406 1706089880.8393
MEM 634.265625 1706089880.9414
MEM 634.394531 1706089881.0442
MEM 634.394531 1706089881.1477
MEM 634.742188 1706089881.2485
MEM 635.214844 1706089881.3526
MEM 635.222656 1706089881.4539
MEM 635.457031 1706089881.5591
MEM 635.488281 1706089881.6647
MEM 635.492188 1706089881.7657
MEM 635.710938 1706089881.8697
MEM 635.808594 1706089881.9745
MEM 635.808594 1706089882.0752
MEM 636.097656 1706089882.1754
MEM 636.394531 1706089882.2813
MEM 636.382812 1706089882.3832
MEM 636.867188 1706089882.4861
MEM 637.109375 1706089882.5865
MEM 637.343750 1706089882.6875
MEM 637.679688 1706089882.7877
MEM 637.687500 1706089882.8904
MEM 637.687500 1706089882.9956
MEM 637.687500 1706089883.0959
MEM 637.687500 1706089883.1996
MEM 637.722656 1706089883.3039
MEM 637.910156 1706089883.4044
MEM 637.925781 1706089883.5096
MEM 638.355469 1706089883.6147
MEM 638.710938 1706089883.7157
MEM 638.714844 1706089883.8171
MEM 639.058594 1706089883.9205
MEM 639.308594 1706089884.0242
MEM 639.308594 1706089884.1273
MEM 639.308594 1706089884.2332
MEM 639.398438 1706089884.3362
MEM 639.371094 1706089884.4414
MEM 639.507812 1706089884.5443
MEM 639.878906 1706089884.6505
MEM 639.859375 1706089884.7551
MEM 640.304688 1706089884.8563
MEM 640.636719 1706089884.9571
MEM 640.574219 1706089885.0586
MEM 640.863281 1706089885.1638
MEM 641.136719 1706089885.2675
MEM 641.574219 1706089885.3702
MEM 641.585938 1706089885.4710
MEM 641.589844 1706089885.5762
MEM 641.625000 1706089885.6794
MEM 641.625000 1706089885.7847
MEM 641.835938 1706089885.8900
MEM 642.203125 1706089885.9907
MEM 642.218750 1706089886.0915
MEM 642.593750 1706089886.1954
MEM 642.992188 1706089886.2957
MEM 642.964844 1706089886.3996
MEM 643.398438 1706089886.5011
MEM 643.773438 1706089886.6040
MEM 643.800781 1706089886.7043
MEM 643.816406 1706089886.8095
MEM 643.875000 1706089886.9159
MEM 643.847656 1706089887.0164
MEM 643.914062 1706089887.1216
MEM 643.917969 1706089887.2238
MEM 644.152344 1706089887.3290
MEM 644.453125 1706089887.4340
MEM 644.570312 1706089887.5386
MEM 644.937500 1706089887.6393
MEM 645.156250 1706089887.7410
MEM 645.277344 1706089887.8451
MEM 645.628906 1706089887.9460
MEM 645.660156 1706089888.0468
MEM 645.632812 1706089888.1495
MEM 645.640625 1706089888.2541
MEM 645.671875 1706089888.3558
MEM 645.644531 1706089888.4610
MEM 646.070312 1706089888.5613
MEM 646.332031 1706089888.6664
MEM 646.449219 1706089888.7717
MEM 646.640625 1706089888.8766
MEM 647.324219 1706089888.9774
MEM 647.292969 1706089889.0826
MEM 647.511719 1706089889.1863
MEM 647.625000 1706089889.2879
MEM 647.554688 1706089889.3919
MEM 647.660156 1706089889.4970
MEM 647.632812 1706089889.6028
MEM 647.953125 1706089889.7058
MEM 648.046875 1706089889.8094
MEM 648.023438 1706089889.9101
MEM 648.406250 1706089890.0132
MEM 648.574219 1706089890.1193
MEM 648.738281 1706089890.2206
MEM 649.085938 1706089890.3209
MEM 649.265625 1706089890.4242
MEM 649.570312 1706089890.5294
MEM 649.570312 1706089890.6299
MEM 649.578125 1706089890.7318
MEM 649.617188 1706089890.8364
MEM 649.726562 1706089890.9375
MEM 649.746094 1706089891.0427
MEM 650.082031 1706089891.1468
MEM 650.339844 1706089891.2505
MEM 650.437500 1706089891.3548
MEM 650.800781 1706089891.4600
MEM 651.117188 1706089891.5610
MEM 651.152344 1706089891.6662
MEM 651.417969 1706089891.7676
MEM 651.464844 1706089891.8701
MEM 651.441406 1706089891.9709
MEM 651.613281 1706089892.0761
MEM 651.785156 1706089892.1778
MEM 651.765625 1706089892.2830
MEM 651.972656 1706089892.3864
MEM 652.097656 1706089892.4875
MEM 652.140625 1706089892.5913
MEM 652.550781 1706089892.6964
MEM 653.093750 1706089892.8006
MEM 653.300781 1706089892.9031
MEM 653.730469 1706089893.0047
MEM 653.773438 1706089893.1094
MEM 653.839844 1706089893.2121
MEM 653.839844 1706089893.3172
MEM 653.843750 1706089893.4222
MEM 654.035156 1706089893.5252
MEM 654.003906 1706089893.6270
MEM 654.296875 1706089893.7308
MEM 654.492188 1706089893.8345
MEM 654.511719 1706089893.9374
MEM 654.843750 1706089894.0426
MEM 655.390625 1706089894.1443
MEM 655.363281 1706089894.2451
MEM 655.519531 1706089894.3494
MEM 655.558594 1706089894.4553
MEM 655.531250 1706089894.5591
MEM 655.601562 1706089894.6636
MEM 655.683594 1706089894.7656
MEM 655.808594 1706089894.8702
MEM 656.210938 1706089894.9727
MEM 656.503906 1706089895.0779
MEM 656.574219 1706089895.1805
MEM 656.785156 1706089895.2807
MEM 657.105469 1706089895.3867
MEM 657.378906 1706089895.4876
MEM 657.875000 1706089895.5900
MEM 657.910156 1706089895.6918
MEM 657.878906 1706089895.7970
MEM 657.980469 1706089895.9014
MEM 658.015625 1706089896.0044
MEM 658.273438 1706089896.1054
MEM 658.511719 1706089896.2084
MEM 658.484375 1706089896.3128
MEM 658.554688 1706089896.4161
MEM 658.769531 1706089896.5220
MEM 658.742188 1706089896.6227
MEM 659.109375 1706089896.7236
