CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/dqn/cartpole_dqn.py
MEM 683.457031 1706093227.2836
MEM 683.531250 1706093227.3887
MEM 683.628906 1706093227.4902
MEM 683.714844 1706093227.5928
MEM 684.054688 1706093227.6979
MEM 684.144531 1706093227.8025
MEM 684.300781 1706093227.9077
MEM 684.585938 1706093228.0088
MEM 684.960938 1706093228.1099
MEM 685.148438 1706093228.2129
MEM 685.460938 1706093228.3132
MEM 685.523438 1706093228.4136
MEM 685.781250 1706093228.5159
MEM 685.835938 1706093228.6172
MEM 685.878906 1706093228.7177
MEM 685.890625 1706093228.8212
MEM 685.945312 1706093228.9248
MEM 686.023438 1706093229.0300
MEM 686.472656 1706093229.1339
MEM 686.917969 1706093229.2350
MEM 686.917969 1706093229.3402
MEM 687.472656 1706093229.4455
MEM 687.777344 1706093229.5506
MEM 688.226562 1706093229.6559
MEM 688.406250 1706093229.7589
MEM 688.437500 1706093229.8603
MEM 688.527344 1706093229.9655
MEM 688.722656 1706093230.0663
MEM 689.113281 1706093230.1688
MEM 689.257812 1706093230.2717
MEM 689.265625 1706093230.3729
MEM 689.363281 1706093230.4754
MEM 689.425781 1706093230.5806
MEM 690.003906 1706093230.6840
MEM 690.269531 1706093230.7847
MEM 690.269531 1706093230.8857
MEM 690.734375 1706093230.9909
MEM 690.792969 1706093231.0961
MEM 690.855469 1706093231.1989
MEM 691.089844 1706093231.3010
MEM 691.511719 1706093231.4042
MEM 691.562500 1706093231.5079
MEM 691.781250 1706093231.6130
MEM 692.222656 1706093231.7150
MEM 692.585938 1706093231.8202
MEM 692.601562 1706093231.9254
MEM 692.867188 1706093232.0297
MEM 693.347656 1706093232.1340
MEM 693.484375 1706093232.2364
MEM 693.554688 1706093232.3416
MEM 693.691406 1706093232.4468
MEM 694.402344 1706093232.5520
MEM 694.472656 1706093232.6572
MEM 694.515625 1706093232.7624
MEM 694.714844 1706093232.8636
MEM 695.066406 1706093232.9688
MEM 695.082031 1706093233.0740
MEM 695.554688 1706093233.1785
MEM 695.765625 1706093233.2837
MEM 695.957031 1706093233.3840
MEM 695.976562 1706093233.4884
MEM 696.011719 1706093233.5910
MEM 696.031250 1706093233.6936
MEM 696.261719 1706093233.7988
MEM 696.332031 1706093233.8997
MEM 696.652344 1706093234.0014
MEM 696.691406 1706093234.1065
MEM 696.941406 1706093234.2115
MEM 696.988281 1706093234.3126
MEM 697.531250 1706093234.4178
MEM 697.984375 1706093234.5208
MEM 698.046875 1706093234.6256
MEM 698.312500 1706093234.7271
MEM 698.363281 1706093234.8297
MEM 698.425781 1706093234.9311
MEM 698.484375 1706093235.0341
MEM 698.832031 1706093235.1388
MEM 698.925781 1706093235.2423
MEM 699.078125 1706093235.3473
MEM 699.390625 1706093235.4510
MEM 699.722656 1706093235.5562
MEM 700.027344 1706093235.6614
MEM 700.437500 1706093235.7666
MEM 700.757812 1706093235.8718
MEM 700.941406 1706093235.9770
MEM 701.058594 1706093236.0785
MEM 701.085938 1706093236.1803
MEM 701.218750 1706093236.2841
MEM 701.453125 1706093236.3844
MEM 701.492188 1706093236.4871
MEM 701.585938 1706093236.5921
MEM 702.011719 1706093236.6971
MEM 702.015625 1706093236.8000
MEM 702.273438 1706093236.9031
MEM 702.429688 1706093237.0037
MEM 702.714844 1706093237.1083
MEM 702.781250 1706093237.2139
MEM 703.320312 1706093237.3186
MEM 703.371094 1706093237.4239
MEM 703.394531 1706093237.5289
MEM 703.621094 1706093237.6340
MEM 703.714844 1706093237.7345
MEM 703.792969 1706093237.8353
MEM 704.246094 1706093237.9403
MEM 704.324219 1706093238.0431
MEM 704.550781 1706093238.1479
MEM 704.785156 1706093238.2496
MEM 705.054688 1706093238.3498
MEM 705.511719 1706093238.4502
MEM 705.667969 1706093238.5515
MEM 705.746094 1706093238.6563
MEM 705.820312 1706093238.7571
MEM 705.949219 1706093238.8603
MEM 706.042969 1706093238.9632
MEM 706.082031 1706093239.0662
MEM 706.210938 1706093239.1668
MEM 706.250000 1706093239.2704
MEM 706.601562 1706093239.3739
MEM 706.921875 1706093239.4741
MEM 706.886719 1706093239.5758
MEM 707.437500 1706093239.6807
MEM 708.011719 1706093239.7842
MEM 708.132812 1706093239.8894
MEM 708.285156 1706093239.9946
MEM 708.480469 1706093240.0994
MEM 708.562500 1706093240.1998
MEM 708.613281 1706093240.3007
MEM 708.800781 1706093240.4051
MEM 708.789062 1706093240.5103
MEM 709.089844 1706093240.6133
MEM 709.429688 1706093240.7179
MEM 709.542969 1706093240.8212
MEM 709.937500 1706093240.9227
MEM 710.406250 1706093241.0279
MEM 710.886719 1706093241.1331
MEM 711.113281 1706093241.2342
MEM 711.140625 1706093241.3394
MEM 711.460938 1706093241.4428
MEM 711.453125 1706093241.5434
MEM 711.753906 1706093241.6444
MEM 711.828125 1706093241.7496
MEM 712.121094 1706093241.8548
MEM 712.167969 1706093241.9632
MEM 712.445312 1706093242.0684
MEM 712.980469 1706093242.1727
MEM 713.019531 1706093242.2740
MEM 713.777344 1706093242.3792
MEM 713.804688 1706093242.4844
MEM 713.863281 1706093242.6187
MEM 713.878906 1706093242.7190
MEM 713.890625 1706093242.8242
MEM 714.363281 1706093242.9282
MEM 714.429688 1706093243.0334
MEM 714.453125 1706093243.1386
MEM 714.800781 1706093243.2897
MEM 715.117188 1706093243.3950
MEM 715.128906 1706093243.4986
MEM 715.304688 1706093243.6038
MEM 715.929688 1706093243.7090
MEM 715.976562 1706093243.8129
MEM 716.000000 1706093243.9134
MEM 716.210938 1706093244.0186
MEM 716.617188 1706093244.1238
MEM 716.617188 1706093244.2270
MEM 717.023438 1706093244.3293
MEM 717.507812 1706093244.4344
MEM 717.593750 1706093244.5395
MEM 717.757812 1706093244.6447
MEM 718.046875 1706093244.7474
MEM 718.792969 1706093244.8526
MEM 718.808594 1706093244.9534
MEM 718.843750 1706093245.0575
MEM 718.984375 1706093245.1627
MEM 719.058594 1706093245.2635
MEM 719.039062 1706093245.3683
MEM 719.125000 1706093245.4735
MEM 719.136719 1706093245.5761
MEM 719.453125 1706093245.6778
MEM 719.976562 1706093245.7783
MEM 719.960938 1706093245.8835
MEM 720.457031 1706093245.9847
MEM 720.828125 1706093246.0891
MEM 720.890625 1706093246.1896
MEM 720.984375 1706093246.2903
MEM 720.976562 1706093246.3905
MEM 721.015625 1706093246.4913
MEM 721.070312 1706093246.5963
MEM 721.234375 1706093246.6981
MEM 721.277344 1706093246.8033
MEM 721.695312 1706093246.9084
MEM 721.902344 1706093247.0135
MEM 722.250000 1706093247.1170
MEM 722.304688 1706093247.2204
MEM 722.855469 1706093247.3216
MEM 723.441406 1706093247.4235
MEM 723.519531 1706093247.5287
MEM 723.613281 1706093247.6303
MEM 723.707031 1706093247.7345
MEM 723.796875 1706093247.8348
MEM 723.898438 1706093247.9383
MEM 724.308594 1706093248.0435
MEM 724.628906 1706093248.1487
MEM 724.761719 1706093248.2525
MEM 724.949219 1706093248.3559
MEM 725.316406 1706093248.4611
MEM 725.949219 1706093248.5635
MEM 726.144531 1706093248.6688
MEM 726.218750 1706093248.7728
MEM 726.312500 1706093248.8767
MEM 726.308594 1706093248.9819
MEM 726.398438 1706093249.0844
MEM 726.890625 1706093249.1896
MEM 727.035156 1706093249.2948
MEM 727.062500 1706093249.4000
MEM 727.472656 1706093249.5012
MEM 727.953125 1706093249.6064
MEM 728.078125 1706093249.7100
MEM 728.464844 1706093249.8136
MEM 728.535156 1706093249.9147
MEM 728.683594 1706093250.0199
MEM 728.703125 1706093250.1252
MEM 728.816406 1706093250.2304
MEM 729.000000 1706093250.3345
MEM 729.085938 1706093250.4382
MEM 729.398438 1706093250.5389
MEM 730.105469 1706093250.6441
MEM 730.199219 1706093250.7474
MEM 730.593750 1706093250.8526
MEM 731.042969 1706093250.9535
MEM 731.027344 1706093251.0548
MEM 731.136719 1706093251.1600
MEM 731.167969 1706093251.2636
MEM 731.199219 1706093251.3639
MEM 731.261719 1706093251.4676
MEM 731.324219 1706093251.5702
MEM 731.625000 1706093251.6707
MEM 731.738281 1706093251.7717
MEM 732.113281 1706093251.8724
MEM 732.429688 1706093251.9776
MEM 732.503906 1706093252.0819
MEM 732.835938 1706093252.1846
MEM 733.300781 1706093252.2865
MEM 733.371094 1706093252.3874
MEM 733.414062 1706093252.4914
MEM 733.488281 1706093252.5943
MEM 733.609375 1706093252.6960
MEM 733.636719 1706093252.7987
MEM 733.839844 1706093252.8996
MEM 734.261719 1706093253.0038
MEM 734.386719 1706093253.1059
MEM 734.796875 1706093253.2083
MEM 735.199219 1706093253.3133
MEM 735.484375 1706093253.4137
MEM 735.746094 1706093253.5153
MEM 735.796875 1706093253.6167
MEM 735.859375 1706093253.7176
MEM 735.902344 1706093253.8214
MEM 735.925781 1706093253.9251
MEM 736.007812 1706093254.0255
MEM 736.011719 1706093254.1270
MEM 736.296875 1706093254.2312
MEM 736.671875 1706093254.3360
MEM 736.738281 1706093254.4367
MEM 737.183594 1706093254.5394
MEM 737.589844 1706093254.6444
MEM 737.832031 1706093254.7493
MEM 738.230469 1706093254.8543
MEM 738.312500 1706093254.9593
MEM 738.390625 1706093255.0637
MEM 738.410156 1706093255.1650
MEM 738.457031 1706093255.2655
MEM 738.582031 1706093255.3702
MEM 738.839844 1706093255.4718
MEM 738.824219 1706093255.5745
MEM 739.292969 1706093255.6777
MEM 739.386719 1706093255.7827
MEM 739.683594 1706093255.8847
MEM 739.851562 1706093255.9876
MEM 740.253906 1706093256.0898
MEM 740.707031 1706093256.1946
MEM 740.769531 1706093256.2996
MEM 740.839844 1706093256.4047
MEM 741.000000 1706093256.5049
MEM 741.066406 1706093256.6064
MEM 741.230469 1706093256.7103
MEM 741.214844 1706093256.8138
MEM 741.230469 1706093256.9155
MEM 741.640625 1706093257.0180
MEM 741.875000 1706093257.1199
MEM 741.894531 1706093257.2251
MEM 742.398438 1706093257.3254
MEM 742.445312 1706093257.4297
MEM 742.671875 1706093257.5305
MEM 742.886719 1706093257.6347
MEM 743.234375 1706093257.7367
MEM 743.437500 1706093257.8403
MEM 743.359375 1706093257.9519
MEM 741.097656 1706093258.0533
MEM 713.910156 1706093258.1552
MEM 687.039062 1706093258.2587
MEM 687.218750 1706093258.3639
MEM 687.203125 1706093258.4644
MEM 687.316406 1706093258.5651
MEM 687.406250 1706093258.6689
MEM 687.566406 1706093258.7702
MEM 687.609375 1706093258.8725
MEM 687.941406 1706093258.9731
MEM 688.480469 1706093259.0757
MEM 688.546875 1706093259.1809
MEM 689.125000 1706093259.2848
MEM 689.210938 1706093259.3866
MEM 689.269531 1706093259.4881
MEM 689.511719 1706093259.5898
MEM 689.507812 1706093259.6917
MEM 689.703125 1706093259.7919
MEM 689.835938 1706093259.8951
MEM 690.105469 1706093259.9994
MEM 690.539062 1706093260.1046
MEM 690.691406 1706093260.2049
MEM 690.785156 1706093260.3066
MEM 691.316406 1706093260.4079
MEM 691.480469 1706093260.5131
MEM 691.699219 1706093260.6183
MEM 691.726562 1706093260.7223
MEM 691.839844 1706093260.8273
MEM 691.898438 1706093260.9317
MEM 692.234375 1706093261.0369
MEM 692.597656 1706093261.1421
MEM 692.667969 1706093261.2446
MEM 693.027344 1706093261.3489
MEM 693.117188 1706093261.4525
MEM 693.480469 1706093261.5535
MEM 693.910156 1706093261.6586
MEM 693.933594 1706093261.7591
MEM 694.367188 1706093261.8594
MEM 694.507812 1706093261.9646
MEM 694.515625 1706093262.0651
MEM 694.570312 1706093262.1702
MEM 694.605469 1706093262.2707
MEM 694.636719 1706093262.3711
MEM 694.859375 1706093262.4763
MEM 694.917969 1706093262.5802
MEM 695.328125 1706093262.6849
MEM 695.613281 1706093262.7892
MEM 695.812500 1706093262.8927
MEM 696.203125 1706093262.9988
MEM 696.765625 1706093263.1040
MEM 696.843750 1706093263.2091
MEM 696.906250 1706093263.3140
MEM 696.960938 1706093263.4192
MEM 697.152344 1706093263.5244
MEM 697.218750 1706093263.6287
MEM 697.421875 1706093263.7304
MEM 697.808594 1706093263.8356
MEM 698.046875 1706093263.9369
MEM 698.265625 1706093264.0421
MEM 698.695312 1706093264.1432
MEM 698.906250 1706093264.2452
MEM 698.921875 1706093264.3478
MEM 699.093750 1706093264.4517
MEM 699.128906 1706093264.5547
MEM 699.320312 1706093264.6551
MEM 699.351562 1706093264.7553
MEM 699.648438 1706093264.8571
MEM 700.062500 1706093264.9623
MEM 700.523438 1706093265.0640
MEM 700.519531 1706093265.1692
MEM 700.871094 1706093265.2744
MEM 701.335938 1706093265.3787
MEM 701.382812 1706093265.4798
MEM 701.855469 1706093265.5847
MEM 701.949219 1706093265.6850
MEM 701.976562 1706093265.7902
MEM 702.054688 1706093265.8950
MEM 702.062500 1706093266.0139
MEM 702.085938 1706093266.1191
MEM 702.363281 1706093266.2206
MEM 702.906250 1706093266.3222
MEM 703.113281 1706093266.4275
MEM 703.578125 1706093266.5290
MEM 703.687500 1706093266.6307
MEM 703.757812 1706093266.7353
MEM 703.945312 1706093266.8375
MEM 704.273438 1706093266.9427
MEM 704.246094 1706093267.0434
MEM 704.316406 1706093267.1444
MEM 704.335938 1706093267.2452
MEM 704.550781 1706093267.3463
MEM 704.613281 1706093267.4518
MEM 704.882812 1706093267.5570
MEM 704.925781 1706093267.6622
MEM 705.042969 1706093267.7672
MEM 705.093750 1706093267.8676
MEM 705.402344 1706093267.9728
MEM 705.640625 1706093268.0762
MEM 705.613281 1706093268.1805
MEM 706.023438 1706093268.2860
MEM 706.007812 1706093268.3863
MEM 706.261719 1706093268.4914
MEM 706.929688 1706093268.5941
MEM 707.019531 1706093268.6947
MEM 706.988281 1706093268.7954
MEM 707.070312 1706093268.8973
MEM 707.167969 1706093269.0012
MEM 707.371094 1706093269.1064
MEM 707.621094 1706093269.2094
MEM 707.679688 1706093269.3141
MEM 707.804688 1706093269.4144
MEM 707.925781 1706093269.5174
MEM 708.292969 1706093269.6226
MEM 708.765625 1706093269.7240
MEM 708.773438 1706093269.8265
MEM 709.277344 1706093269.9305
MEM 709.257812 1706093270.0351
MEM 709.316406 1706093270.1367
MEM 709.347656 1706093270.2370
MEM 709.386719 1706093270.3422
MEM 709.488281 1706093270.4475
MEM 709.519531 1706093270.5482
MEM 709.554688 1706093270.6503
MEM 709.640625 1706093270.7510
MEM 710.031250 1706093270.8527
MEM 710.062500 1706093270.9534
MEM 710.449219 1706093271.0547
MEM 710.683594 1706093271.1585
MEM 710.921875 1706093271.2617
MEM 711.246094 1706093271.3635
MEM 711.351562 1706093271.4685
MEM 711.792969 1706093271.5704
MEM 711.820312 1706093271.6757
MEM 711.875000 1706093271.7809
MEM 711.964844 1706093271.8852
MEM 712.039062 1706093271.9875
MEM 712.109375 1706093272.0923
MEM 712.125000 1706093272.2031
MEM 712.191406 1706093272.3042
MEM 712.269531 1706093272.4104
MEM 712.578125 1706093272.5144
MEM 712.644531 1706093272.6167
MEM 713.191406 1706093272.7204
MEM 713.554688 1706093272.8256
MEM 713.621094 1706093272.9264
MEM 714.070312 1706093273.0314
MEM 714.117188 1706093273.1352
MEM 714.398438 1706093273.2372
MEM 714.453125 1706093273.3382
MEM 714.464844 1706093273.4430
MEM 714.535156 1706093273.5483
MEM 714.539062 1706093273.6549
MEM 714.605469 1706093273.7601
MEM 714.785156 1706093273.8646
MEM 715.074219 1706093273.9649
MEM 715.066406 1706093274.1387
MEM 715.203125 1706093274.2403
MEM 715.367188 1706093274.3407
MEM 715.898438 1706093274.4443
MEM 715.894531 1706093274.5478
MEM 716.316406 1706093274.6525
MEM 716.386719 1706093274.7557
MEM 716.933594 1706093274.8609
MEM 717.140625 1706093274.9724
MEM 717.117188 1706093275.0771
MEM 717.191406 1706093275.1799
MEM 717.363281 1706093275.2843
MEM 717.410156 1706093275.3846
MEM 717.710938 1706093275.4853
MEM 717.773438 1706093275.5881
MEM 717.914062 1706093275.6928
MEM 717.933594 1706093275.7937
MEM 718.000000 1706093275.8977
MEM 718.054688 1706093276.0043
MEM 718.531250 1706093276.1050
MEM 718.625000 1706093276.2098
MEM 719.164062 1706093276.3144
MEM 719.257812 1706093276.4146
MEM 719.531250 1706093276.5154
MEM 719.773438 1706093276.6179
MEM 719.703125 1706093276.7192
MEM 719.785156 1706093276.8243
MEM 719.832031 1706093276.9288
MEM 719.972656 1706093277.0324
MEM 720.011719 1706093277.1353
MEM 720.261719 1706093277.2426
MEM 720.339844 1706093277.3449
MEM 720.519531 1706093277.4465
MEM 720.847656 1706093277.5477
MEM 720.953125 1706093277.6529
MEM 721.382812 1706093277.7561
MEM 721.406250 1706093277.8564
MEM 721.839844 1706093277.9607
MEM 722.023438 1706093278.0635
MEM 722.082031 1706093278.1644
MEM 722.199219 1706093278.2677
MEM 722.148438 1706093278.3692
MEM 722.281250 1706093278.4714
MEM 722.292969 1706093278.5721
MEM 722.546875 1706093278.6754
MEM 722.539062 1706093278.7796
MEM 723.046875 1706093278.8820
MEM 723.054688 1706093278.9860
MEM 723.398438 1706093279.0867
MEM 723.414062 1706093279.1969
MEM 723.632812 1706093279.3122
MEM 723.804688 1706093279.4136
MEM 723.894531 1706093279.5368
MEM 724.285156 1706093279.6370
MEM 724.320312 1706093279.7391
MEM 724.375000 1706093279.8394
MEM 724.414062 1706093279.9397
MEM 721.816406 1706093280.0427
MEM 720.882812 1706093280.1442
MEM 721.117188 1706093280.2457
MEM 721.191406 1706093280.3465
MEM 721.433594 1706093280.4484
MEM 721.644531 1706093280.5509
MEM 721.714844 1706093280.6513
MEM 722.218750 1706093280.7553
MEM 722.394531 1706093280.8577
MEM 722.550781 1706093280.9608
MEM 723.179688 1706093281.0631
MEM 723.304688 1706093281.1645
MEM 723.437500 1706093281.2679
MEM 723.527344 1706093281.3690
MEM 723.605469 1706093281.4698
MEM 723.734375 1706093281.5703
MEM 723.808594 1706093281.6716
MEM 723.964844 1706093281.7768
MEM 724.035156 1706093281.8784
MEM 724.214844 1706093281.9806
MEM 724.382812 1706093282.0833
MEM 724.742188 1706093282.1885
MEM 725.101562 1706093282.2896
MEM 725.125000 1706093282.3899
MEM 725.816406 1706093282.4908
MEM 725.753906 1706093282.5914
MEM 725.828125 1706093282.6924
MEM 725.898438 1706093282.7939
MEM 725.957031 1706093282.8951
MEM 726.078125 1706093282.9955
MEM 726.210938 1706093283.0974
MEM 726.273438 1706093283.1976
MEM 726.468750 1706093283.2979
MEM 727.011719 1706093283.4012
MEM 727.066406 1706093283.5020
MEM 727.207031 1706093283.6023
MEM 727.171875 1706093283.7049
MEM 727.167969 1706093283.8056
MEM 727.320312 1706093283.9074
MEM 727.738281 1706093284.0102
MEM 727.851562 1706093284.1157
MEM 727.882812 1706093284.2210
MEM 727.929688 1706093284.3231
MEM 728.371094 1706093284.4247
MEM 728.410156 1706093284.5298
MEM 728.687500 1706093284.6315
MEM 729.226562 1706093284.7356
MEM 729.269531 1706093284.8358
MEM 729.667969 1706093284.9386
MEM 729.703125 1706093285.0397
MEM 729.812500 1706093285.1446
MEM 729.929688 1706093285.2466
MEM 730.242188 1706093285.3519
MEM 730.406250 1706093285.4557
MEM 730.488281 1706093285.5582
MEM 730.542969 1706093285.6600
MEM 730.617188 1706093285.7646
MEM 731.093750 1706093285.8700
MEM 731.171875 1706093285.9719
MEM 731.531250 1706093286.0721
MEM 731.863281 1706093286.1767
MEM 731.925781 1706093286.2819
MEM 732.539062 1706093286.3856
MEM 732.824219 1706093286.4888
MEM 732.863281 1706093286.5890
MEM 732.972656 1706093286.6926
MEM 733.050781 1706093286.7957
MEM 733.054688 1706093286.8984
MEM 733.222656 1706093287.0007
MEM 733.449219 1706093287.1028
MEM 733.484375 1706093287.2033
MEM 733.882812 1706093287.3072
MEM 734.218750 1706093287.4099
MEM 734.273438 1706093287.5144
MEM 734.687500 1706093287.6151
MEM 735.160156 1706093287.7154
MEM 735.292969 1706093287.8191
MEM 735.320312 1706093287.9243
MEM 735.578125 1706093288.0295
MEM 735.750000 1706093288.1318
MEM 735.781250 1706093288.2357
MEM 736.199219 1706093288.3409
MEM 736.496094 1706093288.4461
MEM 736.730469 1706093288.5513
MEM 736.777344 1706093288.6565
MEM 737.441406 1706093288.7607
MEM 737.917969 1706093288.8639
MEM 738.062500 1706093288.9687
MEM 738.101562 1706093289.0739
MEM 738.101562 1706093289.1748
MEM 738.246094 1706093289.2770
MEM 738.167969 1706093289.3849
MEM 738.218750 1706093289.4866
MEM 738.320312 1706093289.5895
MEM 738.339844 1706093289.6913
MEM 738.394531 1706093289.7935
MEM 738.472656 1706093289.8979
MEM 738.457031 1706093289.9996
MEM 738.550781 1706093290.1039
MEM 738.496094 1706093290.2081
MEM 738.562500 1706093290.3129
MEM 738.621094 1706093290.4162
MEM 738.644531 1706093290.5196
MEM 738.730469 1706093290.6232
MEM 738.722656 1706093290.7273
MEM 738.777344 1706093290.8325
MEM 738.882812 1706093290.9357
MEM 738.886719 1706093291.0361
MEM 738.953125 1706093291.1398
MEM 739.023438 1706093291.2434
MEM 739.066406 1706093291.3443
MEM 739.121094 1706093291.4489
MEM 739.152344 1706093291.5521
MEM 739.164062 1706093291.6532
MEM 739.261719 1706093291.7564
MEM 739.250000 1706093291.8605
MEM 739.296875 1706093291.9648
MEM 739.300781 1706093292.0655
MEM 739.351562 1706093292.1707
MEM 739.335938 1706093292.2755
MEM 739.421875 1706093292.3760
MEM 739.394531 1706093292.4782
MEM 739.527344 1706093292.5784
MEM 739.492188 1706093292.6796
MEM 739.519531 1706093292.7838
MEM 739.613281 1706093292.8848
MEM 739.570312 1706093292.9893
MEM 739.625000 1706093293.0911
MEM 739.734375 1706093293.1939
MEM 739.792969 1706093293.2991
MEM 739.863281 1706093293.4043
MEM 739.890625 1706093293.5090
MEM 739.976562 1706093293.6093
MEM 739.980469 1706093293.7096
MEM 740.046875 1706093293.8101
MEM 740.156250 1706093293.9147
MEM 740.218750 1706093294.0198
MEM 740.324219 1706093294.1204
MEM 740.417969 1706093294.2256
MEM 740.519531 1706093294.3265
MEM 740.621094 1706093294.4317
MEM 740.722656 1706093294.5359
MEM 740.726562 1706093294.6412
MEM 740.820312 1706093294.7427
MEM 740.886719 1706093294.8433
MEM 740.933594 1706093294.9439
MEM 741.058594 1706093295.0450
MEM 741.187500 1706093295.1472
MEM 741.195312 1706093295.2479
MEM 741.277344 1706093295.3520
MEM 741.421875 1706093295.4567
MEM 741.433594 1706093295.5608
MEM 741.511719 1706093295.6649
MEM 741.781250 1706093295.7653
MEM 741.757812 1706093295.8686
MEM 741.890625 1706093295.9735
MEM 741.957031 1706093296.0770
MEM 741.957031 1706093296.1772
MEM 742.019531 1706093296.2803
MEM 742.261719 1706093296.3811
MEM 742.351562 1706093296.4859
MEM 742.410156 1706093296.5872
MEM 742.933594 1706093296.6904
MEM 743.015625 1706093296.7943
MEM 743.347656 1706093296.8949
MEM 743.773438 1706093296.9952
MEM 743.835938 1706093297.1004
MEM 743.921875 1706093297.2006
MEM 743.964844 1706093297.3055
MEM 744.011719 1706093297.4102
MEM 744.195312 1706093297.5114
MEM 744.343750 1706093297.6125
MEM 744.570312 1706093297.7131
MEM 744.878906 1706093297.8182
MEM 745.101562 1706093297.9193
MEM 745.402344 1706093298.0242
MEM 745.562500 1706093298.1289
MEM 745.902344 1706093298.2333
MEM 746.019531 1706093298.3385
MEM 746.058594 1706093298.4441
MEM 746.144531 1706093298.5452
MEM 746.257812 1706093298.6458
MEM 746.515625 1706093298.7508
MEM 746.898438 1706093298.8549
MEM 747.359375 1706093298.9569
MEM 747.515625 1706093299.0576
MEM 747.871094 1706093299.1595
MEM 748.164062 1706093299.2597
MEM 748.195312 1706093299.3613
MEM 748.671875 1706093299.4635
MEM 748.746094 1706093299.5687
MEM 748.773438 1706093299.6739
MEM 748.800781 1706093299.7790
MEM 749.144531 1706093299.8843
MEM 749.257812 1706093299.9892
MEM 749.441406 1706093300.0944
MEM 749.968750 1706093300.1954
MEM 750.472656 1706093300.2956
MEM 750.441406 1706093300.4008
MEM 750.738281 1706093300.5028
MEM 751.011719 1706093300.6037
MEM 751.058594 1706093300.7089
MEM 751.152344 1706093300.8106
MEM 751.367188 1706093300.9116
MEM 751.476562 1706093301.0168
MEM 751.546875 1706093301.1187
MEM 751.742188 1706093301.2239
MEM 752.148438 1706093301.3291
MEM 752.246094 1706093301.4343
MEM 752.632812 1706093301.5361
MEM 751.187500 1706093301.6377
MEM 751.519531 1706093301.7399
MEM 751.523438 1706093301.8431
MEM 751.593750 1706093301.9479
MEM 751.710938 1706093302.0524
MEM 751.742188 1706093302.1543
MEM 751.789062 1706093302.2553
MEM 751.816406 1706093302.3584
MEM 752.132812 1706093302.4625
MEM 752.515625 1706093302.5651
MEM 752.515625 1706093302.6655
MEM 747.683594 1706093302.7696
MEM 747.761719 1706093302.8734
MEM 748.191406 1706093302.9740
MEM 748.277344 1706093303.0773
MEM 748.812500 1706093303.1823
MEM 731.687500 1706093303.3518
MEM 726.367188 1706093303.4576
MEM 723.121094 1706093303.5583
MEM 723.023438 1706093303.6618
MEM 723.046875 1706093303.7652
MEM 723.078125 1706093303.8661
MEM 723.062500 1706093303.9665
MEM 723.121094 1706093304.0668
MEM 723.359375 1706093304.1713
MEM 723.507812 1706093304.2718
MEM 723.628906 1706093304.3720
MEM 724.128906 1706093304.4772
MEM 724.554688 1706093304.5774
MEM 724.519531 1706093304.6806
MEM 724.957031 1706093304.7843
MEM 724.996094 1706093304.8862
MEM 725.375000 1706093304.9899
MEM 725.410156 1706093305.0918
MEM 725.425781 1706093305.1956
MEM 725.488281 1706093305.3008
MEM 725.507812 1706093305.4060
MEM 725.574219 1706093305.5077
MEM 725.628906 1706093305.6102
MEM 725.648438 1706093305.7137
MEM 725.843750 1706093305.8153
MEM 726.457031 1706093305.9155
MEM 726.472656 1706093306.0207
MEM 726.996094 1706093306.1259
MEM 727.410156 1706093306.2285
MEM 727.457031 1706093306.3333
MEM 727.929688 1706093306.4363
MEM 728.058594 1706093306.5375
MEM 728.066406 1706093306.6602
MEM 728.093750 1706093306.7656
MEM 728.250000 1706093306.8686
MEM 728.253906 1706093306.9735
MEM 728.519531 1706093307.0787
MEM 728.730469 1706093307.1810
MEM 728.710938 1706093307.2897
MEM 728.722656 1706093307.3929
MEM 728.750000 1706093307.4961
MEM 728.957031 1706093307.6005
MEM 729.058594 1706093307.7057
MEM 729.335938 1706093307.8108
MEM 729.820312 1706093307.9161
MEM 729.984375 1706093308.0186
MEM 730.285156 1706093308.1220
MEM 730.289062 1706093308.2243
MEM 730.351562 1706093308.3295
MEM 730.394531 1706093308.4306
MEM 730.476562 1706093308.5324
MEM 730.480469 1706093308.6384
MEM 730.632812 1706093308.7417
MEM 731.089844 1706093308.8426
MEM 731.089844 1706093308.9475
MEM 731.359375 1706093309.0520
MEM 731.960938 1706093309.1549
MEM 732.070312 1706093309.2600
MEM 732.105469 1706093309.3651
MEM 732.546875 1706093309.4653
MEM 732.640625 1706093309.5691
MEM 732.636719 1706093309.6735
MEM 732.687500 1706093309.7777
MEM 732.707031 1706093309.8795
MEM 732.742188 1706093309.9821
MEM 732.800781 1706093310.0841
MEM 733.003906 1706093310.1865
MEM 733.054688 1706093310.2868
MEM 733.316406 1706093310.3872
MEM 733.593750 1706093310.4926
MEM 733.726562 1706093310.5934
MEM 733.820312 1706093310.6943
MEM 734.042969 1706093310.7995
MEM 734.257812 1706093310.9019
MEM 734.445312 1706093311.0024
MEM 734.546875 1706093311.1053
MEM 734.992188 1706093311.2105
MEM 735.031250 1706093311.3154
MEM 735.203125 1706093311.4200
MEM 735.199219 1706093311.5242
MEM 735.210938 1706093311.6270
MEM 735.222656 1706093311.7277
MEM 735.277344 1706093311.8329
MEM 735.300781 1706093311.9382
